Well;Depth;GR;NPHI;RHOB;PEF;DT;RD_LOG;VSH;SW;KLOGH;PHIF;PHID;N-D;Id_discreto;Lithofacies
F-14;3049.50;14.6450;0.1980;2.2010;2.9500;87.8290;1.6870;0.0810;0.0150;1472.9510;0.2563;0.2563;-0.0580;3;F-TIDAL CHANNEL
F-14;3049.75;13.7070;0.1940;2.2020;3.1660;87.7100;1.6951;0.0830;0.0150;1562.5160;0.2560;0.2560;-0.0620;3;F-TIDAL CHANNEL
F-14;3050.00;12.7700;0.1890;2.2030;3.3820;87.5920;1.7031;0.0780;0.0150;1670.1250;0.2557;0.2557;-0.0670;3;F-TIDAL CHANNEL
F-14;3050.25;13.4420;0.1910;2.1950;3.5060;87.7270;1.6878;0.0690;0.0140;2023.7020;0.2601;0.2601;-0.0690;3;F-TIDAL CHANNEL
F-14;3050.50;14.1140;0.1930;2.1870;3.6300;87.8620;1.6718;0.0730;0.0090;1801.6710;0.2645;0.2645;-0.0710;3;F-TIDAL CHANNEL
F-14;3050.75;13.4590;0.1870;2.1680;3.4770;88.1830;1.6796;0.0810;0.0120;1858.8290;0.2753;0.2753;-0.0890;3;F-TIDAL CHANNEL
F-14;3051.00;12.8040;0.1800;2.1490;3.3240;88.5030;1.6872;0.0760;0.0130;2341.9430;0.2861;0.2861;-0.1060;3;F-TIDAL CHANNEL
F-14;3051.25;14.7960;0.1920;2.1520;3.0390;88.8800;1.6951;0.0720;0.0150;2467.1790;0.2845;0.2845;-0.0920;3;F-TIDAL CHANNEL
F-14;3051.50;16.7880;0.2050;2.1550;2.7550;89.2570;1.7030;0.0940;0.0160;1790.0580;0.2830;0.2830;-0.0780;3;F-TIDAL CHANNEL
F-14;3051.75;16.0970;0.2060;2.1580;2.7010;90.4840;1.6921;0.1020;0.0070;1490.1290;0.2811;0.2811;-0.0750;3;F-TIDAL CHANNEL
F-14;3052.00;15.4060;0.2080;2.1610;2.6470;91.7110;1.6811;0.0930;0.0110;1559.0690;0.2793;0.2793;-0.0720;3;F-TIDAL CHANNEL
F-14;3052.25;16.3750;0.2020;2.1510;2.6640;91.9930;1.6841;0.0890;0.0130;1982.7510;0.2853;0.2853;-0.0830;3;F-TIDAL CHANNEL
F-14;3052.50;17.3430;0.1960;2.1400;2.6810;92.2760;1.6871;0.0880;0.0150;2075.3840;0.2912;0.2912;-0.0950;3;F-TIDAL CHANNEL
F-14;3052.75;15.7330;0.1940;2.1520;2.8030;91.4640;1.6676;0.1020;0.0160;1603.4090;0.2844;0.2844;-0.0910;3;F-TIDAL CHANNEL
F-14;3053.00;14.1220;0.1920;2.1640;2.9250;90.6520;1.6472;0.0900;0.0170;1813.7350;0.2775;0.2775;-0.0860;3;F-TIDAL CHANNEL
F-14;3053.25;16.0710;0.1910;2.1730;2.7250;89.0560;1.6256;0.0890;0.0180;1680.1730;0.2729;0.2729;-0.0820;3;F-TIDAL CHANNEL
F-14;3053.50;18.0200;0.1890;2.1810;2.5250;87.4590;1.6029;0.1130;0.0200;954.2640;0.2682;0.2682;-0.0790;3;F-TIDAL CHANNEL
F-14;3053.75;17.1520;0.1840;2.2330;3.1640;86.8570;1.5795;0.1130;0.0210;854.2760;0.2383;0.2383;-0.0540;3;F-TIDAL CHANNEL
F-14;3054.00;16.2840;0.1790;2.2850;3.8030;86.2550;1.5547;0.1070;0.0230;666.5070;0.2083;0.2083;-0.0300;3;F-TIDAL CHANNEL
F-14;3054.25;16.2470;0.1800;2.3060;4.1610;87.3340;1.5022;0.0930;0.0240;691.9120;0.1964;0.1964;-0.0160;3;F-TIDAL CHANNEL
F-14;3054.50;16.2090;0.1820;2.3270;4.5200;88.4120;1.4425;0.0860;0.0250;716.2540;0.1844;0.1844;-0.0020;3;F-TIDAL CHANNEL
F-14;3054.75;25.6100;0.1870;2.3590;4.8510;89.2280;1.3947;0.1150;0.0310;345.2770;0.1666;0.1666;0.0200;3;F-TIDAL CHANNEL
F-14;3055.00;35.0100;0.1920;2.3900;5.1820;90.0440;1.3410;0.1930;0.0340;38.5370;0.1487;0.1487;0.0430;4;F-MOUTHBAR
F-14;3055.25;37.4870;0.1780;2.3790;4.3760;86.6950;1.3194;0.2910;0.0390;7.1320;0.1549;0.1549;0.0230;4;F-MOUTHBAR
F-14;3055.50;39.9640;0.1640;2.3680;3.5700;83.3450;1.2967;0.3300;0.0680;2.4760;0.1610;0.1610;0.0030;4;F-MOUTHBAR
F-14;3055.75;40.4560;0.1640;2.3630;3.4000;84.2770;1.2831;0.2960;0.0650;4.9520;0.1639;0.1639;0.0000;4;F-MOUTHBAR
F-14;3056.00;40.9480;0.1630;2.3580;3.2290;85.2090;1.2691;0.3090;0.0570;3.8470;0.1667;0.1667;-0.0030;4;F-MOUTHBAR
F-14;3056.25;40.6850;0.1790;2.3190;3.0730;85.7460;1.3272;0.3160;0.0500;4.0340;0.1894;0.1894;-0.0110;4;F-MOUTHBAR
F-14;3056.50;40.4230;0.1940;2.2790;2.9170;86.2840;1.3785;0.3130;0.0430;4.8920;0.2121;0.2121;-0.0180;4;F-MOUTHBAR
F-14;3056.75;35.0680;0.2010;2.2400;2.7640;86.6380;2.0490;0.2840;0.0380;19.3100;0.2342;0.2342;-0.0330;4;F-MOUTHBAR
F-14;3057.00;29.7140;0.2080;2.2020;2.6100;86.9930;2.3010;0.2380;0.0050;64.4460;0.2563;0.2563;-0.0480;4;F-MOUTHBAR
F-14;3057.25;29.8940;0.2070;2.2060;2.5650;86.7550;2.3010;0.2210;0.0050;98.5230;0.2539;0.2539;-0.0470;4;F-MOUTHBAR
F-14;3057.50;30.0730;0.2050;2.2100;2.5210;86.5180;2.3010;0.2210;0.0040;87.0810;0.2516;0.2516;-0.0470;4;F-MOUTHBAR
F-14;3057.75;29.9700;0.1960;2.2140;2.5620;86.1520;2.2008;0.2240;0.0040;78.3870;0.2491;0.2491;-0.0530;4;F-MOUTHBAR
F-14;3058.00;29.8670;0.1870;2.2180;2.6030;85.7870;2.0703;0.2270;0.0040;64.8770;0.2467;0.2467;-0.0600;4;F-MOUTHBAR
F-14;3058.25;29.2110;0.1910;2.2290;2.8550;85.3800;1.9582;0.2130;0.0040;92.2840;0.2406;0.2406;-0.0500;4;F-MOUTHBAR
F-14;3058.50;28.5550;0.1950;2.2400;3.1060;84.9740;1.8067;0.2080;0.0040;103.8060;0.2344;0.2344;-0.0390;4;F-MOUTHBAR
F-14;3058.75;29.6020;0.1960;2.2410;3.3670;83.9880;1.7417;0.2120;0.0040;80.1500;0.2337;0.2337;-0.0380;4;F-MOUTHBAR
F-14;3059.00;30.6490;0.1970;2.2420;3.6280;83.0030;1.6651;0.2220;0.0040;57.9410;0.2330;0.2330;-0.0360;4;F-MOUTHBAR
F-14;3059.25;30.0040;0.1970;2.2240;3.9180;81.9130;1.6466;0.2050;0.0040;106.2470;0.2436;0.2436;-0.0470;4;F-MOUTHBAR
F-14;3059.50;29.3580;0.1970;2.2050;4.2070;80.8230;1.6273;0.1920;0.0040;146.2910;0.2542;0.2542;-0.0570;4;F-MOUTHBAR
F-14;3059.75;30.1400;0.1940;2.2010;4.7310;83.1140;1.6994;0.2190;0.0040;95.7420;0.2564;0.2564;-0.0630;4;F-MOUTHBAR
F-14;3060.00;30.9220;0.1900;2.1980;5.2550;85.4050;1.7612;0.2270;0.0050;88.0010;0.2586;0.2586;-0.0680;4;F-MOUTHBAR
F-14;3060.25;30.6690;0.1840;2.2080;4.7490;85.6890;1.7347;0.2230;0.0040;84.9700;0.2525;0.2525;-0.0680;4;F-MOUTHBAR
F-14;3060.50;30.4170;0.1780;2.2190;4.2430;85.9740;1.7065;0.2170;0.0040;90.3220;0.2464;0.2464;-0.0680;4;F-MOUTHBAR
F-14;3060.75;29.5160;0.1890;2.2090;4.4510;87.2700;1.7665;0.2240;0.0040;66.1780;0.2521;0.2521;-0.0630;4;F-MOUTHBAR
F-14;3061.00;28.6140;0.2000;2.1990;4.6600;88.5660;1.8193;0.2260;0.0040;72.1650;0.2578;0.2578;-0.0580;4;F-MOUTHBAR
F-14;3061.25;26.3440;0.1960;2.2070;4.3190;87.9430;1.7075;0.1760;0.0040;245.6420;0.2533;0.2533;-0.0570;4;F-MOUTHBAR
F-14;3061.50;24.0740;0.1930;2.2150;3.9790;87.3200;1.5567;0.1700;0.0040;274.8800;0.2488;0.2488;-0.0560;4;F-MOUTHBAR
F-14;3061.75;22.5770;0.1890;2.2270;3.9780;86.5570;1.4985;0.1620;0.0040;249.5710;0.2417;0.2417;-0.0530;4;F-MOUTHBAR
F-14;3062.00;21.0810;0.1850;2.2390;3.9770;85.7940;1.4313;0.1460;0.0040;307.3790;0.2346;0.2346;-0.0500;4;F-MOUTHBAR
F-14;3062.25;22.4350;0.1860;2.2440;3.6890;85.3470;1.4040;0.1400;0.0060;383.8020;0.2323;0.2323;-0.0460;4;F-MOUTHBAR
F-14;3062.50;23.7900;0.1880;2.2480;3.4010;84.9000;1.3748;0.1570;0.0080;256.1730;0.2299;0.2299;-0.0420;4;F-MOUTHBAR
F-14;3062.75;24.4010;0.1840;2.2810;3.1000;82.6190;1.3754;0.1630;0.0090;192.0910;0.2107;0.2107;-0.0270;4;F-MOUTHBAR
F-14;3063.00;25.0120;0.1800;2.3150;2.7990;80.3380;1.3759;0.1660;0.0040;134.6330;0.1915;0.1915;-0.0110;4;F-MOUTHBAR
F-14;3063.25;24.9270;0.1750;2.3190;3.0690;83.1070;1.3848;0.1680;0.0070;114.1800;0.1893;0.1893;-0.0140;4;F-MOUTHBAR
F-14;3063.50;24.8420;0.1700;2.3230;3.3400;85.8760;1.3935;0.1700;0.0070;120.7030;0.1871;0.1871;-0.0170;4;F-MOUTHBAR
F-14;3063.75;26.1220;0.1730;2.3740;3.9400;81.1530;1.3799;0.1770;0.0070;83.7410;0.1577;0.1577;0.0150;4;F-MOUTHBAR
F-14;3064.00;27.4030;0.1750;2.4260;4.5410;76.4290;1.3658;0.1950;0.0090;38.8980;0.1282;0.1282;0.0470;4;F-MOUTHBAR
F-14;3064.25;27.8280;0.1760;2.4070;4.1180;79.3110;1.3912;0.2000;0.0120;28.6880;0.1386;0.1386;0.0370;4;F-MOUTHBAR
F-14;3064.50;28.2540;0.1770;2.3890;3.6950;82.1930;1.4152;0.1940;0.0040;42.8170;0.1490;0.1490;0.0280;4;F-MOUTHBAR
F-14;3064.75;29.6960;0.1760;2.4040;3.4370;85.1300;1.4187;0.2240;0.0040;12.7740;0.1403;0.1403;0.0360;4;F-MOUTHBAR
F-14;3065.00;31.1390;0.1750;2.4200;3.1790;88.0670;1.4222;0.2400;0.0100;10.5260;0.1317;0.1317;0.0440;4;F-MOUTHBAR
F-14;3065.25;31.1090;0.1720;2.3930;3.2950;88.1700;1.4439;0.2220;0.0040;19.7370;0.1470;0.1470;0.0250;4;F-MOUTHBAR
F-14;3065.50;31.0790;0.1690;2.3660;3.4110;88.2730;1.4646;0.2260;0.0040;18.8230;0.1623;0.1623;0.0070;4;F-MOUTHBAR
F-14;3065.75;32.1640;0.1690;2.3990;3.3170;89.3710;1.4524;0.2360;0.0080;18.3250;0.1432;0.1432;0.0260;4;F-MOUTHBAR
F-14;3066.00;33.2480;0.1690;2.4330;3.2220;90.4680;1.4399;0.2370;0.0100;15.5520;0.1241;0.1241;0.0450;4;F-MOUTHBAR
F-14;3066.25;33.2800;0.1660;2.4400;3.5710;85.4290;1.4718;0.2420;0.0120;10.3880;0.1202;0.1202;0.0460;4;F-MOUTHBAR
F-14;3066.50;33.3110;0.1630;2.4460;3.9200;80.3900;1.5016;0.2440;0.0060;9.2850;0.1164;0.1164;0.0470;4;F-MOUTHBAR
F-14;3066.75;33.0380;0.1660;2.4590;3.7820;80.4310;1.4658;0.2470;0.0160;8.0160;0.1090;0.1090;0.0570;4;F-MOUTHBAR
F-14;3067.00;32.7650;0.1680;2.4720;3.6430;80.4720;1.4268;0.2400;0.0220;9.1290;0.1015;0.1015;0.0670;4;F-MOUTHBAR
F-14;3067.25;32.1490;0.1720;2.4640;3.7350;80.8070;1.3999;0.2400;0.0090;6.9480;0.1066;0.1066;0.0650;4;F-MOUTHBAR
F-14;3067.50;31.5320;0.1750;2.4550;3.8270;81.1430;1.3712;0.2400;0.0040;9.7730;0.1116;0.1116;0.0640;4;F-MOUTHBAR
F-14;3067.75;32.7050;0.1710;2.4480;4.0190;80.3970;1.3505;0.2300;0.0040;8.7050;0.1153;0.1153;0.0560;4;F-MOUTHBAR
F-14;3068.00;33.8770;0.1670;2.4420;4.2120;79.6520;1.3288;0.2310;0.0040;11.2520;0.1191;0.1191;0.0480;4;F-MOUTHBAR
F-14;3068.25;36.9080;0.1680;2.4460;3.9810;83.7890;1.2686;0.2770;0.0190;5.3970;0.1167;0.1167;0.0510;4;F-MOUTHBAR
F-14;3068.50;39.9400;0.1680;2.4500;3.7500;87.9250;1.1988;0.3080;0.0300;2.2010;0.1143;0.1143;0.0540;4;F-MOUTHBAR
F-14;3068.75;40.5180;0.1730;2.3860;3.6360;89.2540;1.1648;0.3030;0.0320;3.3200;0.1509;0.1509;0.0220;4;F-MOUTHBAR
F-14;3069.00;41.0970;0.1770;2.3220;3.5220;90.5840;1.1280;0.3110;0.0380;3.9870;0.1874;0.1874;-0.0110;4;F-MOUTHBAR
F-14;3069.25;38.8410;0.1880;2.3180;3.4250;90.5940;1.1234;0.3110;0.0450;5.9340;0.1897;0.1897;-0.0020;4;F-MOUTHBAR
F-14;3069.50;36.5850;0.2000;2.3140;3.3280;90.6050;1.1188;0.2940;0.0430;8.4340;0.1921;0.1921;0.0070;4;F-MOUTHBAR
F-14;3069.75;34.4210;0.1860;2.3110;3.2410;90.5940;1.1804;0.2700;0.0470;14.6440;0.1938;0.1938;-0.0080;4;F-MOUTHBAR
F-14;3070.00;32.2560;0.1730;2.3080;3.1540;90.5830;1.2344;0.2370;0.0580;27.3820;0.1954;0.1954;-0.0230;4;F-MOUTHBAR
F-14;3070.25;35.1600;0.1740;2.3140;3.2580;89.0550;1.1873;0.2430;0.0600;27.2850;0.1923;0.1923;-0.0180;4;F-MOUTHBAR
F-14;3070.50;38.0630;0.1760;2.3190;3.3630;87.5270;1.1346;0.2690;0.0510;14.7230;0.1892;0.1892;-0.0130;4;F-MOUTHBAR
F-14;3070.75;39.7310;0.1930;2.2630;3.4770;88.3810;1.1939;0.2920;0.0640;8.9460;0.2211;0.2211;-0.0280;4;F-MOUTHBAR
F-14;3071.00;41.3990;0.2110;2.2070;3.5910;89.2360;1.2460;0.3100;0.0810;11.7940;0.2531;0.2531;-0.0420;4;F-MOUTHBAR
F-14;3071.25;42.9470;0.2140;2.1760;3.1390;93.2910;1.3241;0.3250;0.0420;12.9240;0.2709;0.2709;-0.0570;4;F-MOUTHBAR
F-14;3071.50;44.4950;0.2170;2.1450;2.6860;97.3470;1.3903;0.3470;0.0050;9.7350;0.2887;0.2887;-0.0720;4;F-MOUTHBAR
F-14;3071.75;44.6470;0.2180;2.1460;2.7060;97.9940;1.4141;0.3450;0.0260;11.8430;0.2879;0.2879;-0.0700;4;F-MOUTHBAR
F-14;3072.00;44.7980;0.2180;2.1470;2.7250;98.6410;1.4367;0.3460;0.0260;10.4590;0.2872;0.2872;-0.0690;4;F-MOUTHBAR
F-14;3072.25;44.8270;0.2120;2.1530;2.6800;96.8350;1.4007;0.3500;0.0300;9.7330;0.2841;0.2841;-0.0730;4;F-MOUTHBAR
F-14;3072.50;44.8560;0.2050;2.1580;2.6340;95.0300;1.3614;0.3550;0.0340;7.7530;0.2809;0.2809;-0.0760;4;F-MOUTHBAR
F-14;3072.75;43.2470;0.2090;2.1450;2.6390;93.4000;1.3654;0.3350;0.0330;12.1030;0.2885;0.2885;-0.0790;4;F-MOUTHBAR
F-14;3073.00;41.6380;0.2140;2.1320;2.6440;91.7710;1.3693;0.3200;0.0320;17.7390;0.2961;0.2961;-0.0820;4;F-MOUTHBAR
F-14;3073.25;40.0340;0.2090;2.1320;2.6050;94.5840;1.3981;0.3160;0.0320;21.3310;0.2962;0.2962;-0.0870;4;F-MOUTHBAR
F-14;3073.50;38.4310;0.2040;2.1320;2.5670;97.3970;1.4250;0.3070;0.0300;22.7040;0.2962;0.2962;-0.0920;4;F-MOUTHBAR
F-14;3073.75;40.6960;0.2120;2.1280;2.6670;94.9760;1.4333;0.2890;0.0300;37.7760;0.2985;0.2985;-0.0870;4;F-MOUTHBAR
F-14;3074.00;42.9600;0.2200;2.1240;2.7680;92.5560;1.4413;0.3160;0.0290;21.1800;0.3009;0.3009;-0.0810;4;F-MOUTHBAR
F-14;3074.25;42.2100;0.2150;2.1320;2.7410;94.1100;1.4448;0.3350;0.0280;16.1300;0.2961;0.2961;-0.0810;4;F-MOUTHBAR
F-14;3074.50;41.4600;0.2100;2.1400;2.7130;95.6640;1.4482;0.3250;0.0260;16.7670;0.2913;0.2913;-0.0810;4;F-MOUTHBAR
F-14;3074.75;41.1130;0.1980;2.1720;2.9660;95.1150;1.4895;0.3130;0.0260;19.5190;0.2729;0.2729;-0.0750;4;F-MOUTHBAR
F-14;3075.00;40.7650;0.1860;2.2040;3.2180;94.5660;1.5272;0.3030;0.0280;18.3650;0.2546;0.2546;-0.0680;4;F-MOUTHBAR
F-14;3075.25;40.5550;0.1860;2.1990;3.1350;93.6270;1.5395;0.3090;0.0280;14.8780;0.2579;0.2579;-0.0720;4;F-MOUTHBAR
F-14;3075.50;40.3450;0.1850;2.1930;3.0510;92.6870;1.5514;0.3090;0.0290;15.2730;0.2613;0.2613;-0.0760;4;F-MOUTHBAR
F-14;3075.75;39.1990;0.1880;2.1960;3.1330;92.3150;1.5513;0.3040;0.0280;16.1230;0.2593;0.2593;-0.0710;4;F-MOUTHBAR
F-14;3076.00;38.0520;0.1920;2.2000;3.2160;91.9420;1.5512;0.2870;0.0280;22.2830;0.2572;0.2572;-0.0660;4;F-MOUTHBAR
F-14;3076.25;38.9770;0.1960;2.1920;3.1780;94.6200;1.5707;0.2840;0.0260;25.7370;0.2619;0.2619;-0.0660;4;F-MOUTHBAR
F-14;3076.50;39.9020;0.2000;2.1840;3.1410;97.2980;1.5893;0.2920;0.0290;27.2600;0.2666;0.2666;-0.0670;4;F-MOUTHBAR
F-14;3076.75;39.1930;0.1960;2.2410;3.7690;93.7490;1.5841;0.3040;0.0280;15.6850;0.2335;0.2335;-0.0380;4;F-MOUTHBAR
F-14;3077.00;38.4840;0.1910;2.2990;4.3970;90.2000;1.5789;0.3040;0.0250;10.0010;0.2004;0.2004;-0.0090;4;F-MOUTHBAR
F-14;3077.25;39.1310;0.2000;2.2220;3.6830;94.1170;1.5861;0.3020;0.0320;15.6460;0.2443;0.2443;-0.0440;4;F-MOUTHBAR
F-14;3077.50;39.7780;0.2090;2.1450;2.9680;98.0340;1.5932;0.3140;0.0290;19.4210;0.2883;0.2883;-0.0800;4;F-MOUTHBAR
F-14;3077.75;39.5920;0.2020;2.1860;3.3210;95.2990;1.5788;0.2950;0.0300;29.2940;0.2653;0.2653;-0.0630;4;F-MOUTHBAR
F-14;3078.00;39.4070;0.1960;2.2260;3.6730;92.5640;1.5638;0.2900;0.0270;27.4280;0.2422;0.2422;-0.0460;4;F-MOUTHBAR
F-14;3078.25;39.8570;0.2040;2.2100;3.6430;91.4980;1.5651;0.3000;0.0280;13.5870;0.2514;0.2514;-0.0480;4;F-MOUTHBAR
F-14;3078.50;40.3080;0.2110;2.1940;3.6120;90.4320;1.5664;0.2980;0.0310;16.8150;0.2605;0.2605;-0.0500;4;F-MOUTHBAR
F-14;3078.75;38.9890;0.2120;2.1670;3.3020;91.8550;1.5372;0.3070;0.0300;18.5310;0.2758;0.2758;-0.0630;4;F-MOUTHBAR
F-14;3079.00;37.6710;0.2140;2.1410;2.9920;93.2780;1.5058;0.2910;0.0280;36.1130;0.2911;0.2911;-0.0770;4;F-MOUTHBAR
F-14;3079.25;40.6640;0.2120;2.1360;2.9210;96.2720;1.5070;0.2920;0.0300;34.3460;0.2937;0.2937;-0.0820;4;F-MOUTHBAR
F-14;3079.50;43.6570;0.2100;2.1310;2.8500;99.2660;1.5082;0.3160;0.0300;22.0180;0.2963;0.2963;-0.0860;4;F-MOUTHBAR
F-14;3079.75;44.0140;0.2190;2.1350;2.8650;98.3760;1.5182;0.3370;0.0310;14.2020;0.2946;0.2946;-0.0760;4;F-MOUTHBAR
F-14;3080.00;44.3700;0.2270;2.1380;2.8810;97.4860;1.5281;0.3490;0.0310;11.1520;0.2928;0.2928;-0.0660;4;F-MOUTHBAR
F-14;3080.25;42.5280;0.2230;2.1500;2.8300;94.3820;1.5118;0.3370;0.0300;14.3140;0.2857;0.2857;-0.0630;4;F-MOUTHBAR
F-14;3080.50;40.6870;0.2190;2.1630;2.7780;91.2780;1.4950;0.3130;0.0310;19.3950;0.2785;0.2785;-0.0590;4;F-MOUTHBAR
F-14;3080.75;39.0420;0.2110;2.1830;2.9020;93.5280;1.4828;0.3120;0.0300;15.5200;0.2670;0.2670;-0.0560;4;F-MOUTHBAR
F-14;3081.00;37.3970;0.2020;2.2030;3.0250;95.7770;1.4704;0.3000;0.0380;17.3000;0.2555;0.2555;-0.0540;4;F-MOUTHBAR
F-14;3081.25;36.9150;0.2040;2.1800;2.9610;95.8000;1.4708;0.2830;0.0250;27.7840;0.2687;0.2687;-0.0640;4;F-MOUTHBAR
F-14;3081.50;36.4330;0.2070;2.1570;2.8960;95.8230;1.4712;0.2790;0.0250;34.5070;0.2820;0.2820;-0.0750;4;F-MOUTHBAR
F-14;3081.75;37.8960;0.2080;2.1590;2.9770;94.8250;1.4610;0.2730;0.0250;47.2000;0.2809;0.2809;-0.0730;4;F-MOUTHBAR
F-14;3082.00;39.3590;0.2090;2.1610;3.0570;93.8260;1.4507;0.2860;0.0230;39.9250;0.2797;0.2797;-0.0700;4;F-MOUTHBAR
F-14;3082.25;38.5520;0.2140;2.1540;3.1010;93.7250;1.4593;0.3030;0.0240;24.1560;0.2833;0.2833;-0.0690;4;F-MOUTHBAR
F-14;3082.50;37.7440;0.2190;2.1480;3.1460;93.6230;1.4678;0.2930;0.0240;31.5220;0.2868;0.2868;-0.0680;4;F-MOUTHBAR
F-14;3082.75;38.7780;0.2160;2.1800;3.2760;93.8860;1.4682;0.2870;0.0240;35.6270;0.2684;0.2684;-0.0530;4;F-MOUTHBAR
F-14;3083.00;39.8120;0.2130;2.2130;3.4060;94.1480;1.4686;0.2940;0.0240;24.3360;0.2499;0.2499;-0.0370;4;F-MOUTHBAR
F-14;3083.25;39.0700;0.2100;2.1910;3.4440;94.0940;1.4754;0.2980;0.0240;18.0600;0.2621;0.2621;-0.0520;4;F-MOUTHBAR
F-14;3083.50;38.3280;0.2070;2.1700;3.4810;94.0400;1.4822;0.2930;0.0260;21.7980;0.2741;0.2741;-0.0670;4;F-MOUTHBAR
F-14;3083.75;43.5940;0.2030;2.1830;3.4990;92.6540;1.4828;0.2990;0.0270;24.9230;0.2668;0.2668;-0.0640;4;F-MOUTHBAR
F-14;3084.00;48.8600;0.1990;2.1960;3.5180;91.2690;1.4835;0.3460;0.0260;9.2470;0.2595;0.2595;-0.0610;4;F-MOUTHBAR
F-14;3084.25;50.6690;0.2000;2.2420;3.4280;95.0360;1.4976;0.4000;0.0250;2.2770;0.2334;0.2334;-0.0330;4;F-MOUTHBAR
F-14;3084.50;52.4770;0.2020;2.2870;3.3380;98.8040;1.5113;0.4180;0.0240;1.0500;0.2072;0.2072;-0.0050;4;F-MOUTHBAR
F-14;3084.75;53.6920;0.2070;2.2780;3.3210;96.9800;1.5344;0.4120;0.0230;1.0060;0.2125;0.2125;-0.0060;4;F-MOUTHBAR
F-14;3085.00;54.9060;0.2120;2.2690;3.3050;95.1560;1.5563;0.4260;0.0250;0.8200;0.2178;0.2178;-0.0060;4;F-MOUTHBAR
F-14;3085.25;55.0610;0.2080;2.2660;3.4580;93.6420;1.5378;0.4330;0.0260;0.8250;0.2194;0.2194;-0.0110;4;F-MOUTHBAR
F-14;3085.50;55.2150;0.2050;2.2630;3.6110;92.1280;1.5184;0.4360;0.0270;0.7440;0.2210;0.2210;-0.0160;4;F-MOUTHBAR
F-14;3085.75;54.0970;0.2040;2.2650;3.9670;92.9120;1.5194;0.4350;0.0270;0.7980;0.2200;0.2200;-0.0160;4;F-MOUTHBAR
F-14;3086.00;52.9790;0.2040;2.2670;4.3220;93.6950;1.5204;0.4170;0.0260;1.0690;0.2190;0.2190;-0.0150;4;F-MOUTHBAR
F-14;3086.25;52.9570;0.1990;2.2660;4.0490;91.0690;1.5255;0.4200;0.0270;1.1090;0.2197;0.2197;-0.0210;4;F-MOUTHBAR
F-14;3086.50;52.9350;0.1930;2.2640;3.7760;88.4420;1.5305;0.4080;0.0270;1.3960;0.2205;0.2205;-0.0270;4;F-MOUTHBAR
F-14;3086.75;53.1230;0.2020;2.2350;3.3530;88.9370;1.5078;0.4170;0.0280;1.0940;0.2374;0.2374;-0.0360;4;F-MOUTHBAR
F-14;3087.00;53.3100;0.2100;2.2050;2.9300;89.4320;1.4838;0.4310;0.0290;0.9230;0.2544;0.2544;-0.0440;4;F-MOUTHBAR
F-14;3087.25;54.1890;0.2270;2.1540;2.8460;92.9290;1.4846;0.4250;0.0310;1.6070;0.2834;0.2834;-0.0560;4;F-MOUTHBAR
F-14;3087.50;55.0670;0.2440;2.1040;2.7630;96.4270;1.4853;0.4230;0.0310;2.4400;0.3123;0.3123;-0.0680;4;F-MOUTHBAR
F-14;3087.75;55.0480;0.2480;2.0920;2.8060;101.2260;1.4718;0.4350;0.0320;2.9200;0.3189;0.3189;-0.0710;4;F-MOUTHBAR
F-14;3088.00;55.0290;0.2510;2.0810;2.8490;106.0250;1.4579;0.4320;0.0340;3.3470;0.3254;0.3254;-0.0750;4;F-MOUTHBAR
F-14;3088.25;52.3150;0.2170;2.1300;2.8080;100.1160;1.4492;0.4300;0.0350;4.0080;0.2971;0.2971;-0.0800;4;F-MOUTHBAR
F-14;3088.50;49.6020;0.1830;2.1800;2.7670;94.2060;1.4404;0.3980;0.0350;5.5680;0.2688;0.2688;-0.0860;4;F-MOUTHBAR
F-14;3088.75;50.2240;0.1620;2.3330;3.2310;85.4610;1.4390;0.3900;0.0320;1.9500;0.1811;0.1811;-0.0190;4;F-MOUTHBAR
F-14;3089.00;50.8470;0.1410;2.4870;3.6940;76.7150;1.4377;0.4080;0.0300;0.2960;0.0934;0.0934;0.0470;4;F-MOUTHBAR
F-14;3089.25;49.3850;0.1460;2.4550;3.7020;74.9230;1.4285;0.3970;0.0300;0.2670;0.1115;0.1115;0.0340;4;F-MOUTHBAR
F-14;3089.50;47.9220;0.1500;2.4230;3.7100;73.1310;1.4191;0.3830;0.0320;0.4220;0.1296;0.1296;0.0210;4;F-MOUTHBAR
F-14;3089.75;47.5110;0.1650;2.3610;3.5680;74.6670;1.3976;0.3570;0.0330;1.4430;0.1650;0.1650;0.0000;4;F-MOUTHBAR
F-14;3090.00;47.1000;0.1790;2.3000;3.4270;76.2040;1.3750;0.3640;0.0340;1.6620;0.2003;0.2003;-0.0210;4;F-MOUTHBAR
F-14;3090.25;47.3400;0.1750;2.3100;3.4780;77.4720;1.3768;0.3740;0.0340;1.8790;0.1941;0.1941;-0.0190;4;F-MOUTHBAR
F-14;3090.50;47.5790;0.1710;2.3210;3.5290;78.7410;1.3785;0.3790;0.0340;1.6030;0.1878;0.1878;-0.0170;4;F-MOUTHBAR
F-14;3090.75;49.1490;0.1730;2.3180;3.5570;79.4210;1.3530;0.3680;0.0340;1.5730;0.1897;0.1897;-0.0160;4;F-MOUTHBAR
F-14;3091.00;50.7190;0.1760;2.3150;3.5860;80.1010;1.3259;0.3730;0.0350;1.4250;0.1917;0.1917;-0.0160;4;F-MOUTHBAR
