Well;Depth;GR;NPHI;RHOB;PEF;DT;RD_LOG;VSH;SW;KLOGH;PHIF;PHID;N-D;Id_discreto;Lithofacies
F-14;3091.25;52.7330;0.1890;2.2820;3.8300;83.1690;1.3027;0.4090;0.0370;0.7840;0.2105;0.2105;-0.0220;4;F-MOUTHBAR
F-14;3091.50;54.7480;0.2020;2.2490;4.0740;86.2380;1.2783;0.4360;0.0430;0.7040;0.2293;0.2293;-0.0270;4;F-MOUTHBAR
F-14;3091.75;52.6060;0.2000;2.2660;3.9780;87.5010;1.3000;0.4370;0.0460;0.7610;0.2194;0.2194;-0.0200;4;F-MOUTHBAR
F-14;3092.00;50.4640;0.1970;2.2830;3.8820;88.7630;1.3206;0.4270;0.0460;0.8810;0.2096;0.2096;-0.0130;4;F-MOUTHBAR
F-14;3092.25;47.2020;0.1910;2.2780;3.7350;86.4190;1.3622;0.3800;0.0490;2.2590;0.2125;0.2125;-0.0210;4;F-MOUTHBAR
F-14;3092.50;43.9390;0.1850;2.2730;3.5880;84.0760;1.4002;0.3420;0.0530;4.3710;0.2155;0.2155;-0.0300;4;F-MOUTHBAR
F-14;3092.75;42.5850;0.1750;2.3300;4.1860;82.6240;1.4532;0.3320;0.0470;4.3940;0.1826;0.1826;-0.0080;4;F-MOUTHBAR
F-14;3093.00;41.2300;0.1640;2.3880;4.7850;81.1720;1.5005;0.3190;0.0380;3.6120;0.1498;0.1498;0.0140;4;F-MOUTHBAR
F-14;3093.25;42.0290;0.1590;2.4020;4.2780;79.9490;1.6113;0.3170;0.0330;2.3160;0.1415;0.1415;0.0180;4;F-MOUTHBAR
F-14;3093.50;42.8270;0.1550;2.4170;3.7710;78.7260;1.6995;0.3170;0.0310;2.1280;0.1331;0.1331;0.0210;1;F-TIDAL BAR
F-14;3093.75;45.3610;0.1590;2.3980;3.8790;79.8690;1.7601;0.3400;0.0310;1.4470;0.1438;0.1438;0.0150;1;F-TIDAL BAR
F-14;3094.00;47.8950;0.1630;2.3800;3.9880;81.0120;1.8133;0.3790;0.0310;0.6480;0.1544;0.1544;0.0090;1;F-TIDAL BAR
F-14;3094.25;46.8320;0.1640;2.3680;3.8200;82.0290;1.8914;0.3690;0.0300;1.1610;0.1611;0.1611;0.0030;1;F-TIDAL BAR
F-14;3094.50;45.7700;0.1640;2.3560;3.6520;83.0470;1.9576;0.3530;0.0280;1.8330;0.1678;0.1678;-0.0030;1;F-TIDAL BAR
F-14;3094.75;44.3520;0.1680;2.3460;3.6590;83.0950;2.0268;0.3590;0.0270;1.6110;0.1735;0.1735;-0.0060;1;F-TIDAL BAR
F-14;3095.00;42.9330;0.1710;2.3360;3.6670;83.1440;2.0864;0.3420;0.0250;2.6260;0.1793;0.1793;-0.0080;1;F-TIDAL BAR
F-14;3095.25;42.8380;0.1710;2.3270;3.6280;84.7570;2.1180;0.3300;0.0250;3.3700;0.1847;0.1847;-0.0140;1;F-TIDAL BAR
F-14;3095.50;42.7440;0.1710;2.3170;3.5890;86.3700;2.1475;0.3360;0.0240;3.1220;0.1901;0.1901;-0.0200;1;F-TIDAL BAR
F-14;3095.75;43.4750;0.1720;2.3060;3.3680;86.0030;2.2004;0.3250;0.0240;4.3500;0.1966;0.1966;-0.0240;1;F-TIDAL BAR
F-14;3096.00;44.2070;0.1740;2.2950;3.1480;85.6370;2.2476;0.3260;0.0250;5.2280;0.2031;0.2031;-0.0290;1;F-TIDAL BAR
F-14;3096.25;43.5810;0.1780;2.2980;3.2550;84.7930;2.2301;0.3400;0.0240;3.5040;0.2013;0.2013;-0.0230;1;F-TIDAL BAR
F-14;3096.50;42.9540;0.1820;2.3010;3.3620;83.9490;2.2119;0.3370;0.0220;3.8910;0.1995;0.1995;-0.0170;1;F-TIDAL BAR
F-14;3096.75;43.2280;0.1760;2.2870;3.3760;84.0800;2.1958;0.3390;0.0210;4.0040;0.2076;0.2076;-0.0320;1;F-TIDAL BAR
F-14;3097.00;43.5010;0.1700;2.2730;3.3900;84.2110;2.1791;0.3490;0.0220;3.4750;0.2157;0.2157;-0.0460;1;F-TIDAL BAR
F-14;3097.25;43.0290;0.1750;2.2780;3.4480;85.1870;2.1584;0.3370;0.0210;4.4790;0.2125;0.2125;-0.0370;1;F-TIDAL BAR
F-14;3097.50;42.5570;0.1810;2.2840;3.5050;86.1640;2.1366;0.3390;0.0170;4.1560;0.2094;0.2094;-0.0290;1;F-TIDAL BAR
F-14;3097.75;38.6860;0.1770;2.2580;3.8130;86.2460;2.1358;0.3180;0.0160;6.5170;0.2241;0.2241;-0.0470;1;F-TIDAL BAR
F-14;3098.00;34.8140;0.1730;2.2320;4.1220;86.3280;2.1349;0.2860;0.0140;14.2240;0.2387;0.2387;-0.0660;1;F-TIDAL BAR
F-14;3098.25;31.3330;0.1720;2.2140;3.8120;87.7300;2.0670;0.2480;0.0090;40.6880;0.2494;0.2494;-0.0780;1;F-TIDAL BAR
F-14;3098.50;27.8510;0.1710;2.1950;3.5030;89.1330;1.9865;0.2020;0.0080;119.6080;0.2599;0.2599;-0.0890;1;F-TIDAL BAR
F-14;3098.75;25.9640;0.1710;2.1880;3.1200;88.7760;1.9656;0.1960;0.0050;125.4570;0.2639;0.2639;-0.0930;1;F-TIDAL BAR
F-14;3099.00;24.0780;0.1710;2.1810;2.7360;88.4190;1.9437;0.1860;0.0040;165.8150;0.2679;0.2679;-0.0970;1;F-TIDAL BAR
F-14;3099.25;25.6730;0.1750;2.1700;2.6260;88.0300;2.0403;0.1640;0.0080;289.9820;0.2745;0.2745;-0.1000;1;F-TIDAL BAR
F-14;3099.50;27.2680;0.1780;2.1580;2.5170;87.6410;2.1192;0.1680;0.0080;275.3270;0.2810;0.2810;-0.1030;1;F-TIDAL BAR
F-14;3099.75;31.5900;0.1780;2.1900;2.7670;88.0270;2.2196;0.2030;0.0040;146.9450;0.2628;0.2628;-0.0840;1;F-TIDAL BAR
F-14;3100.00;35.9130;0.1790;2.2220;3.0180;88.4120;2.3010;0.2470;0.0050;51.2660;0.2446;0.2446;-0.0660;1;F-TIDAL BAR
F-14;3100.25;39.5850;0.1780;2.2260;3.0720;89.2440;2.3010;0.2850;0.0040;18.6550;0.2425;0.2425;-0.0640;1;F-TIDAL BAR
F-14;3100.50;43.2580;0.1780;2.2290;3.1260;90.0770;2.3010;0.3270;0.0040;6.4780;0.2403;0.2403;-0.0620;1;F-TIDAL BAR
F-14;3100.75;36.7580;0.1700;2.2110;2.8950;89.4780;2.3010;0.3170;0.0050;10.2730;0.2507;0.2507;-0.0810;1;F-TIDAL BAR
F-14;3101.00;30.2590;0.1620;2.1930;2.6650;88.8800;2.3010;0.2570;0.0050;41.5310;0.2610;0.2610;-0.0990;1;F-TIDAL BAR
F-14;3101.25;25.9130;0.1660;2.1750;2.5810;87.9890;2.2278;0.2090;0.0040;105.1340;0.2715;0.2715;-0.1050;1;F-TIDAL BAR
F-14;3101.50;21.5660;0.1710;2.1560;2.4980;87.0980;2.1398;0.1710;0.0040;264.6800;0.2821;0.2821;-0.1110;1;F-TIDAL BAR
F-14;3101.75;19.5320;0.1690;2.1600;2.4690;87.6200;2.0768;0.1310;0.0040;671.6160;0.2800;0.2800;-0.1120;3;F-TIDAL CHANNEL
F-14;3102.00;17.4980;0.1660;2.1640;2.4400;88.1420;2.0031;0.1040;0.0060;1152.0500;0.2779;0.2779;-0.1120;3;F-TIDAL CHANNEL
F-14;3102.25;17.0160;0.1720;2.1580;2.4520;88.9050;2.0425;0.1060;0.0090;1028.4440;0.2813;0.2813;-0.1100;3;F-TIDAL CHANNEL
F-14;3102.50;16.5350;0.1770;2.1520;2.4640;89.6670;2.0787;0.0940;0.0090;1374.6550;0.2846;0.2846;-0.1080;3;F-TIDAL CHANNEL
F-14;3102.75;17.5450;0.1780;2.1570;2.4320;89.7780;2.0720;0.1040;0.0100;1161.7860;0.2817;0.2817;-0.1030;3;F-TIDAL CHANNEL
F-14;3103.00;18.5560;0.1790;2.1620;2.4000;89.8890;2.0652;0.1170;0.0120;913.4530;0.2787;0.2787;-0.0990;3;F-TIDAL CHANNEL
F-14;3103.25;18.3830;0.1780;2.1580;2.4620;90.6560;2.0542;0.1190;0.0120;835.8440;0.2814;0.2814;-0.1040;3;F-TIDAL CHANNEL
F-14;3103.50;18.2100;0.1760;2.1530;2.5230;91.4230;2.0428;0.1120;0.0120;1002.0980;0.2841;0.2841;-0.1080;3;F-TIDAL CHANNEL
F-14;3103.75;17.2920;0.1760;2.1530;2.4900;91.1560;2.0717;0.1170;0.0120;869.8110;0.2838;0.2838;-0.1070;3;F-TIDAL CHANNEL
F-14;3104.00;16.3730;0.1770;2.1540;2.4570;90.8900;2.0987;0.1100;0.0120;1015.9990;0.2836;0.2836;-0.1070;3;F-TIDAL CHANNEL
F-14;3104.25;17.4510;0.1800;2.1520;2.5210;91.0290;2.1140;0.0940;0.0130;1528.8600;0.2846;0.2846;-0.1050;3;F-TIDAL CHANNEL
F-14;3104.50;18.5290;0.1830;2.1500;2.5840;91.1680;2.1288;0.0990;0.0130;1351.7820;0.2856;0.2856;-0.1030;3;F-TIDAL CHANNEL
F-14;3104.75;17.8090;0.1790;2.1500;2.6330;91.1150;2.1405;0.1200;0.0130;974.5020;0.2858;0.2858;-0.1070;3;F-TIDAL CHANNEL
F-14;3105.00;17.0890;0.1750;2.1490;2.6820;91.0620;2.1519;0.1110;0.0130;1055.9440;0.2861;0.2861;-0.1110;3;F-TIDAL CHANNEL
F-14;3105.25;18.1840;0.1830;2.1580;3.1870;91.9200;2.1346;0.1070;0.0120;1098.1750;0.2811;0.2811;-0.0980;3;F-TIDAL CHANNEL
F-14;3105.50;19.2800;0.1920;2.1670;3.6910;92.7780;2.1166;0.1210;0.0110;806.0730;0.2762;0.2762;-0.0840;3;F-TIDAL CHANNEL
F-14;3105.75;21.6010;0.2040;2.1380;3.5730;95.3870;2.1053;0.1510;0.0110;626.3290;0.2927;0.2927;-0.0890;3;F-TIDAL CHANNEL
F-14;3106.00;23.9220;0.2150;2.1090;3.4550;97.9960;2.0938;0.1740;0.0170;397.5810;0.3092;0.3092;-0.0940;3;F-TIDAL CHANNEL
F-14;3106.25;21.9310;0.2010;2.1260;3.3750;97.1580;2.1096;0.1610;0.0160;604.1280;0.2995;0.2995;-0.0990;3;F-TIDAL CHANNEL
F-14;3106.50;19.9410;0.1870;2.1430;3.2950;96.3200;2.1249;0.1440;0.0150;633.0360;0.2899;0.2899;-0.1030;3;F-TIDAL CHANNEL
F-14;3106.75;18.2290;0.1850;2.1550;3.0450;93.9290;2.1346;0.1230;0.0110;902.0710;0.2829;0.2829;-0.0980;3;F-TIDAL CHANNEL
F-14;3107.00;16.5170;0.1820;2.1670;2.7960;91.5380;2.1441;0.1020;0.0110;1334.7910;0.2759;0.2759;-0.0940;3;F-TIDAL CHANNEL
F-14;3107.25;16.9320;0.1770;2.1740;2.5270;90.1060;2.1409;0.0940;0.0110;1283.5580;0.2722;0.2722;-0.0960;3;F-TIDAL CHANNEL
F-14;3107.50;17.3470;0.1710;2.1800;2.2580;88.6740;2.1376;0.0860;0.0100;1453.5730;0.2684;0.2684;-0.0970;3;F-TIDAL CHANNEL
F-14;3107.75;17.6620;0.1720;2.1760;2.3160;88.9580;2.1640;0.1120;0.0110;789.8480;0.2710;0.2710;-0.0990;3;F-TIDAL CHANNEL
F-14;3108.00;17.9770;0.1720;2.1710;2.3740;89.2410;2.1889;0.1210;0.0100;695.4760;0.2735;0.2735;-0.1010;3;F-TIDAL CHANNEL
F-14;3108.25;16.2080;0.1750;2.1680;2.3090;89.5490;2.1872;0.1060;0.0100;1004.8440;0.2757;0.2757;-0.1010;3;F-TIDAL CHANNEL
F-14;3108.50;14.4390;0.1780;2.1640;2.2450;89.8560;2.1855;0.0890;0.0100;1405.8940;0.2778;0.2778;-0.1000;3;F-TIDAL CHANNEL
F-14;3108.75;15.4070;0.1720;2.1640;2.3240;89.8350;2.1766;0.0850;0.0100;1592.2430;0.2775;0.2775;-0.1050;3;F-TIDAL CHANNEL
F-14;3109.00;16.3750;0.1670;2.1650;2.4030;89.8150;2.1675;0.1030;0.0100;1080.0320;0.2773;0.2773;-0.1110;3;F-TIDAL CHANNEL
F-14;3109.25;14.6190;0.1670;2.1650;2.3620;89.9630;2.1638;0.0830;0.0100;1523.9290;0.2771;0.2771;-0.1100;3;F-TIDAL CHANNEL
F-14;3109.50;12.8620;0.1680;2.1660;2.3210;90.1110;2.1599;0.0730;0.0100;2188.9670;0.2769;0.2769;-0.1090;3;F-TIDAL CHANNEL
F-14;3109.75;12.7920;0.1670;2.1680;2.3050;90.9920;2.1494;0.0690;0.0100;2027.5480;0.2753;0.2753;-0.1090;3;F-TIDAL CHANNEL
F-14;3110.00;12.7220;0.1660;2.1710;2.2880;91.8730;2.1385;0.0630;0.0090;2276.3980;0.2737;0.2737;-0.1080;3;F-TIDAL CHANNEL
F-14;3110.25;13.2730;0.1720;2.1630;2.3590;90.4830;2.1773;0.0690;0.0100;2044.8260;0.2783;0.2783;-0.1060;3;F-TIDAL CHANNEL
F-14;3110.50;13.8250;0.1790;2.1550;2.4310;89.0930;2.2130;0.0760;0.0100;2033.0150;0.2829;0.2829;-0.1040;3;F-TIDAL CHANNEL
F-14;3110.75;13.9430;0.1760;2.1570;2.4390;89.5070;2.2592;0.0770;0.0100;1980.5070;0.2819;0.2819;-0.1060;3;F-TIDAL CHANNEL
F-14;3111.00;14.0610;0.1730;2.1580;2.4480;89.9220;2.3010;0.0790;0.0100;1879.4100;0.2809;0.2809;-0.1080;3;F-TIDAL CHANNEL
F-14;3111.25;15.4960;0.1750;2.1580;2.5250;90.2580;2.3010;0.0860;0.0100;1621.2840;0.2810;0.2810;-0.1060;3;F-TIDAL CHANNEL
F-14;3111.50;16.9310;0.1770;2.1580;2.6020;90.5950;2.3010;0.1040;0.0100;1180.8280;0.2811;0.2811;-0.1040;3;F-TIDAL CHANNEL
F-14;3111.75;16.2720;0.1800;2.1640;2.5300;91.4970;2.3010;0.0960;0.0100;1328.4790;0.2779;0.2779;-0.0980;3;F-TIDAL CHANNEL
F-14;3112.00;15.6130;0.1830;2.1690;2.4570;92.3990;2.3010;0.0910;0.0090;1415.0730;0.2746;0.2746;-0.0920;3;F-TIDAL CHANNEL
F-14;3112.25;16.0340;0.1750;2.1710;2.4270;92.2350;2.3010;0.0970;0.0100;1258.5800;0.2739;0.2739;-0.0990;3;F-TIDAL CHANNEL
F-14;3112.50;16.4550;0.1680;2.1720;2.3970;92.0720;2.3010;0.1000;0.0100;1134.6220;0.2733;0.2733;-0.1050;3;F-TIDAL CHANNEL
F-14;3112.75;15.9490;0.1690;2.1620;2.4610;91.4560;2.2374;0.1000;0.0100;1103.6260;0.2788;0.2788;-0.1100;3;F-TIDAL CHANNEL
F-14;3113.00;15.4430;0.1700;2.1530;2.5240;90.8400;2.1629;0.0970;0.0100;1232.4570;0.2843;0.2843;-0.1140;3;F-TIDAL CHANNEL
F-14;3113.25;17.3610;0.1740;2.1570;2.8300;88.8870;2.2374;0.0930;0.0100;1449.9710;0.2815;0.2815;-0.1080;3;F-TIDAL CHANNEL
F-14;3113.50;19.2790;0.1770;2.1620;3.1350;86.9350;2.3010;0.1090;0.0090;1058.7320;0.2786;0.2786;-0.1010;3;F-TIDAL CHANNEL
F-14;3113.75;18.0700;0.1760;2.1730;3.0600;87.9240;2.2401;0.1250;0.0100;705.4580;0.2728;0.2728;-0.0970;3;F-TIDAL CHANNEL
F-14;3114.00;16.8610;0.1740;2.1830;2.9850;88.9130;2.1693;0.1090;0.0090;941.8560;0.2670;0.2670;-0.0930;3;F-TIDAL CHANNEL
F-14;3114.25;16.3100;0.1730;2.1790;3.0580;88.7360;2.2401;0.0980;0.0090;1069.3260;0.2693;0.2693;-0.0960;3;F-TIDAL CHANNEL
F-14;3114.50;15.7600;0.1730;2.1750;3.1320;88.5590;2.3010;0.0940;0.0090;1243.0250;0.2716;0.2716;-0.0990;3;F-TIDAL CHANNEL
F-14;3114.75;18.0440;0.0030;2.1730;2.9050;88.4570;2.3010;0.0980;0.0090;1078.3730;0.2725;0.2725;-0.2690;3;F-TIDAL CHANNEL
F-14;3115.00;20.3280;-0.1670;2.1720;2.6780;88.3550;2.3010;0.1160;0.0090;789.8170;0.2733;0.2733;-0.4400;3;F-TIDAL CHANNEL
F-14;3115.25;17.7610;0.2010;2.1760;2.5190;89.2200;2.3010;0.1270;0.0090;634.5780;0.2710;0.2710;-0.9490;3;F-TIDAL CHANNEL
F-14;3115.50;15.1940;0.2230;2.1800;2.3590;90.0860;2.3010;0.1080;0.0090;634.5780;0.2686;0.2686;-1.4570;3;F-TIDAL CHANNEL
F-14;3115.75;15.5850;0.2180;2.1860;2.4330;90.2130;2.3010;0.0930;0.0090;634.5780;0.2654;0.2654;-0.7770;3;F-TIDAL CHANNEL
F-14;3116.00;15.9760;0.1660;2.1910;2.5070;90.3390;2.3010;0.0960;0.0090;989.9400;0.2621;0.2621;-0.0960;3;F-TIDAL CHANNEL
F-14;3116.25;17.2920;0.1720;2.1800;2.4920;90.4470;2.2349;0.0940;0.0090;1057.0580;0.2689;0.2689;-0.0970;3;F-TIDAL CHANNEL
F-14;3116.50;18.6070;0.1770;2.1680;2.4770;90.5540;2.1569;0.1060;0.0090;947.4880;0.2756;0.2756;-0.0980;3;F-TIDAL CHANNEL
F-14;3116.75;17.6540;0.1710;2.1620;2.5730;90.9300;2.2349;0.1140;0.0090;900.1400;0.2787;0.2787;-0.1080;3;F-TIDAL CHANNEL
F-14;3117.00;16.7020;0.1650;2.1570;2.6690;91.3070;2.3010;0.1060;0.0090;1130.9970;0.2819;0.2819;-0.1170;3;F-TIDAL CHANNEL
F-14;3117.25;17.2230;0.1670;2.1630;2.5300;90.1670;2.2395;0.1030;0.0090;1134.0240;0.2784;0.2784;-0.1110;3;F-TIDAL CHANNEL
F-14;3117.50;17.7440;0.1700;2.1690;2.3900;89.0270;2.1678;0.1050;0.0100;1032.3480;0.2749;0.2749;-0.1050;3;F-TIDAL CHANNEL
F-14;3117.75;19.2150;0.1650;2.1680;2.3950;89.4010;2.1628;0.1180;0.0090;743.7150;0.2756;0.2756;-0.1100;3;F-TIDAL CHANNEL
F-14;3118.00;20.6860;0.1610;2.1670;2.3990;89.7750;2.1577;0.1320;0.0100;561.1280;0.2763;0.2763;-0.1150;3;F-TIDAL CHANNEL
F-14;3118.25;18.5350;0.1660;2.1610;2.4710;89.9300;2.1316;0.1110;0.0100;882.1660;0.2797;0.2797;-0.1130;3;F-TIDAL CHANNEL
F-14;3118.50;16.3840;0.1720;2.1540;2.5420;90.0850;2.1037;0.0900;0.0100;1425.0140;0.2832;0.2832;-0.1110;3;F-TIDAL CHANNEL
F-14;3118.75;16.7180;0.1730;2.1590;2.5880;90.1880;2.0912;0.1060;0.0110;1109.4970;0.2809;0.2809;-0.1080;3;F-TIDAL CHANNEL
F-14;3119.00;17.0530;0.1750;2.1630;2.6340;90.2910;2.0782;0.1150;0.0110;857.1500;0.2786;0.2786;-0.1040;3;F-TIDAL CHANNEL
F-14;3119.25;16.0340;0.1740;2.1580;2.9570;90.4960;2.0415;0.1020;0.0120;1199.9010;0.2814;0.2814;-0.1080;3;F-TIDAL CHANNEL
F-14;3119.50;15.0150;0.1730;2.1530;3.2800;90.7020;2.0013;0.0910;0.0120;1511.1140;0.2842;0.2842;-0.1110;3;F-TIDAL CHANNEL
F-14;3119.75;16.6690;0.1720;2.1640;2.7670;90.0280;1.9930;0.0880;0.0120;1715.6700;0.2780;0.2780;-0.1060;3;F-TIDAL CHANNEL
F-14;3120.00;18.3230;0.1710;2.1740;2.2530;89.3540;1.9846;0.1010;0.0120;1192.6170;0.2718;0.2718;-0.1010;3;F-TIDAL CHANNEL
F-14;3120.25;21.3350;0.1820;2.1800;2.4990;89.6140;1.9781;0.1260;0.0120;595.8730;0.2687;0.2687;-0.0870;3;F-TIDAL CHANNEL
F-14;3120.50;24.3470;0.1940;2.1850;2.7450;89.8750;1.9715;0.1520;0.0110;356.7080;0.2656;0.2656;-0.0720;3;F-TIDAL CHANNEL
F-14;3120.75;27.8640;0.1940;2.1780;2.8030;91.1900;1.9855;0.1780;0.0080;257.1540;0.2695;0.2695;-0.0760;3;F-TIDAL CHANNEL
F-14;3121.00;31.3810;0.1940;2.1720;2.8610;92.5050;1.9992;0.2050;0.0050;161.6090;0.2734;0.2734;-0.0790;3;F-TIDAL CHANNEL
F-14;3121.25;34.0280;0.1870;2.2110;2.8340;93.6830;2.0048;0.2350;0.0050;78.8630;0.2510;0.2510;-0.0640;3;F-TIDAL CHANNEL
F-14;3121.50;36.6750;0.1800;2.2500;2.8080;94.8610;2.0104;0.2620;0.0050;38.2320;0.2286;0.2286;-0.0480;3;F-TIDAL CHANNEL
F-14;3121.75;40.3560;0.1780;2.3140;3.2690;94.5450;2.0299;0.3060;0.0040;7.4100;0.1923;0.1923;-0.0140;3;F-TIDAL CHANNEL
F-14;3122.00;44.0360;0.1760;2.3770;3.7310;94.2290;2.0485;0.3280;0.0040;3.2430;0.1560;0.1560;0.0200;3;F-TIDAL CHANNEL
F-14;3122.25;48.6020;0.1760;2.3640;3.7350;92.4400;2.0055;0.3530;0.0040;1.5820;0.1633;0.1633;0.0120;3;F-TIDAL CHANNEL
F-14;3122.50;53.1680;0.1760;2.3510;3.7390;90.6500;1.9579;0.3780;0.0100;1.3220;0.1707;0.1707;0.0050;3;F-TIDAL CHANNEL
F-14;3122.75;53.5530;0.1630;2.3830;4.2310;85.5590;1.9124;0.4290;0.0160;0.3970;0.1526;0.1526;0.0110;3;F-TIDAL CHANNEL
F-14;3123.00;53.9380;0.1510;2.4150;4.7230;80.4690;1.8617;0.4390;0.0210;0.1880;0.1346;0.1346;0.0160;6;F-LOWER SHOREFACE
F-14;3123.25;52.7490;0.1400;2.4250;4.0490;85.7270;1.9503;0.4210;0.0230;0.2540;0.1284;0.1284;0.0120;6;F-LOWER SHOREFACE
F-14;3123.50;51.5610;0.1290;2.4360;3.3740;90.9860;2.0239;0.4120;0.0280;0.2410;0.1222;0.1222;0.0070;6;F-LOWER SHOREFACE
F-14;3123.75;49.5550;0.1350;2.4070;3.3190;87.4900;2.0026;0.3960;0.0290;0.3550;0.1390;0.1390;-0.0040;6;F-LOWER SHOREFACE
F-14;3124.00;47.5490;0.1410;2.3780;3.2640;83.9940;1.9802;0.3790;0.0300;0.6050;0.1557;0.1557;-0.0140;6;F-LOWER SHOREFACE
F-14;3124.25;48.5330;0.1420;2.3720;3.1670;81.8410;1.9625;0.3790;0.0310;0.8000;0.1587;0.1587;-0.0160;6;F-LOWER SHOREFACE
F-14;3124.50;49.5160;0.1430;2.3670;3.0700;79.6870;1.9440;0.3850;0.0320;0.7070;0.1617;0.1617;-0.0180;6;F-LOWER SHOREFACE
F-14;3124.75;51.3380;0.1450;2.3610;3.0400;86.2950;1.9308;0.3900;0.0320;0.6310;0.1650;0.1650;-0.0200;6;F-LOWER SHOREFACE
F-14;3125.00;53.1590;0.1470;2.3550;3.0110;92.9030;1.9171;0.4090;0.0330;0.4760;0.1685;0.1685;-0.0210;6;F-LOWER SHOREFACE
F-14;3125.25;51.0170;0.1510;2.3530;3.0120;86.7590;1.8916;0.4260;0.0330;0.3650;0.1698;0.1698;-0.0190;6;F-LOWER SHOREFACE
F-14;3125.50;48.8750;0.1540;2.3500;3.0120;80.6140;1.8645;0.4120;0.0340;0.4490;0.1712;0.1712;-0.0170;6;F-LOWER SHOREFACE
F-14;3125.75;49.6410;0.1600;2.3280;2.9510;80.9160;1.8355;0.3760;0.0340;1.0870;0.1843;0.1843;-0.0240;6;F-LOWER SHOREFACE
F-14;3126.00;50.4070;0.1650;2.3050;2.8900;81.2180;1.8044;0.3830;0.0340;1.0920;0.1974;0.1974;-0.0320;6;F-LOWER SHOREFACE
F-14;3126.25;50.8400;0.1620;2.3060;2.9010;81.8780;1.7848;0.3980;0.0350;0.9280;0.1969;0.1969;-0.0350;6;F-LOWER SHOREFACE
F-14;3126.50;51.2730;0.1590;2.3060;2.9120;82.5370;1.7643;0.4010;0.0360;0.8090;0.1963;0.1963;-0.0370;6;F-LOWER SHOREFACE
F-14;3126.75;55.0200;0.1680;2.2990;2.9770;82.2740;1.7389;0.4040;0.0370;0.8150;0.2005;0.2005;-0.0320;6;F-LOWER SHOREFACE
F-14;3127.00;58.7670;0.1770;2.2920;3.0410;82.0110;1.7120;0.4440;0.0370;0.3640;0.2046;0.2046;-0.0270;6;F-LOWER SHOREFACE
F-14;3127.25;55.9200;0.1870;2.2340;3.0340;84.4530;1.6909;0.4690;0.0410;0.3020;0.2380;0.2380;-0.0510;6;F-LOWER SHOREFACE
F-14;3127.50;53.0730;0.1970;2.1750;3.0280;86.8950;1.6686;0.4510;0.0350;0.7230;0.2715;0.2715;-0.0740;6;F-LOWER SHOREFACE
F-14;3127.75;53.6140;0.2020;2.1710;3.1910;88.4450;1.6686;0.4090;0.0330;2.4220;0.2737;0.2737;-0.0720;1;F-TIDAL BAR
F-14;3128.00;54.1560;0.2060;2.1670;3.3550;89.9950;1.6686;0.4110;0.0320;2.5080;0.2759;0.2759;-0.0700;1;F-TIDAL BAR
F-14;3128.25;53.7460;0.2150;2.1640;3.5520;90.4180;1.6749;0.4280;0.0310;1.6070;0.2778;0.2778;-0.0630;1;F-TIDAL BAR
F-14;3128.50;53.3370;0.2240;2.1610;3.7480;90.8410;1.6811;0.4330;0.0300;1.5180;0.2797;0.2797;-0.0560;1;F-TIDAL BAR
F-14;3128.75;52.9570;0.2120;2.1550;3.7650;91.6860;1.6919;0.4200;0.0300;2.1710;0.2829;0.2829;-0.0710;1;F-TIDAL BAR
F-14;3129.00;52.5760;0.2000;2.1490;3.7820;92.5320;1.7025;0.4200;0.0300;2.0310;0.2861;0.2861;-0.0860;1;F-TIDAL BAR
F-14;3129.25;52.7330;0.2000;2.1570;3.5610;93.8670;1.7314;0.4040;0.0300;3.2310;0.2815;0.2815;-0.0820;1;F-TIDAL BAR
F-14;3129.50;52.8900;0.2000;2.1650;3.3390;95.2020;1.7584;0.4050;0.0290;2.8730;0.2770;0.2770;-0.0770;1;F-TIDAL BAR
F-14;3129.75;53.6000;0.1960;2.1650;3.3020;93.6580;1.7718;0.4220;0.0290;1.8550;0.2770;0.2770;-0.0810;1;F-TIDAL BAR
F-14;3130.00;54.3100;0.1930;2.1650;3.2660;92.1130;1.7848;0.4300;0.0290;1.5210;0.2770;0.2770;-0.0840;1;F-TIDAL BAR
F-14;3130.25;53.6650;0.2010;2.1560;2.9890;93.0360;1.7997;0.4320;0.0290;1.4860;0.2821;0.2821;-0.0810;1;F-TIDAL BAR
F-14;3130.50;53.0190;0.2100;2.1470;2.7120;93.9590;1.8141;0.4320;0.0290;1.6170;0.2872;0.2872;-0.0770;1;F-TIDAL BAR
F-14;3130.75;54.4770;0.2110;2.1530;2.7200;92.2640;1.8717;0.4080;0.0280;2.5480;0.2838;0.2838;-0.0720;1;F-TIDAL BAR
F-14;3131.00;55.9360;0.2130;2.1600;2.7280;90.5690;1.9225;0.4260;0.0270;1.6560;0.2803;0.2803;-0.0670;1;F-TIDAL BAR
F-14;3131.25;49.3660;0.2010;2.1790;2.7040;88.3130;1.9576;0.4370;0.0270;1.3450;0.2691;0.2691;-0.0680;1;F-TIDAL BAR
F-14;3131.50;42.7970;0.1890;2.1990;2.6800;86.0560;1.9900;0.3940;0.0270;2.6250;0.2578;0.2578;-0.0690;1;F-TIDAL BAR
F-14;3131.75;34.5840;0.1900;2.1970;2.6650;87.4800;1.9544;0.2980;0.0260;18.8510;0.2586;0.2586;-0.0680;4;F-MOUTHBAR
