Well;Depth;GR;NPHI;RHOB;PEF;DT;RD_LOG;VSH;SW;KLOGH;PHIF;PHID;N-D;Cluster_all;PCA_1;PCA_2;Id_discreto;Lithofacies
F-4;3398.25;24.5336;0.1901;2.2400;3.8250;87.9152;0.6799;0.129;0.341;602.096;0.224;0.234;-0.044;6;0.2456;-0.7721;4;F-MOUTHBAR
F-4;3398.50;25.7884;0.2054;2.2279;3.4651;88.6736;0.6710;0.132;0.329;751.056;0.240;0.241;-0.036;6;0.6061;-0.3430;4;F-MOUTHBAR
F-4;3398.75;24.7936;0.2061;2.2096;3.5279;89.1182;0.6520;0.142;0.318;518.786;0.234;0.252;-0.046;6;0.7586;-0.5862;4;F-MOUTHBAR
F-4;3399.00;23.7988;0.2067;2.1912;3.5834;89.5628;0.6321;0.133;0.297;812.381;0.246;0.262;-0.055;6;0.9103;-0.4473;4;F-MOUTHBAR
F-4;3399.25;23.3897;0.2026;2.2161;3.5866;88.7282;0.6157;0.130;0.303;818.533;0.243;0.248;-0.045;6;0.6339;-0.4623;4;F-MOUTHBAR
F-4;3399.50;22.9807;0.1986;2.2410;3.3989;87.8937;0.5987;0.122;0.306;901.224;0.236;0.234;-0.035;6;0.3589;-0.2474;4;F-MOUTHBAR
F-4;3399.75;24.5792;0.2084;2.2229;3.4854;88.6863;0.5918;0.130;0.321;631.402;0.228;0.244;-0.036;6;0.6776;-0.5271;4;F-MOUTHBAR
F-4;3400.00;26.1777;0.2182;2.2048;3.6919;89.4789;0.5847;0.150;0.322;386.718;0.231;0.254;-0.036;6;0.9963;-0.8996;4;F-MOUTHBAR
F-4;3400.25;23.5226;0.2114;2.2111;3.6826;90.0483;0.5730;0.140;0.300;716.512;0.249;0.251;-0.039;6;0.9050;-0.6668;4;F-MOUTHBAR
F-4;3400.50;20.8676;0.2047;2.2175;3.2678;90.6177;0.5610;0.110;0.310;1368.372;0.243;0.247;-0.042;6;0.8146;0.1697;4;F-MOUTHBAR
F-4;3400.75;22.7822;0.1973;2.2356;3.5550;86.7909;0.5403;0.121;0.348;911.224;0.235;0.237;-0.040;6;0.2758;-0.4429;4;F-MOUTHBAR
F-4;3401.00;24.6969;0.1900;2.2537;3.7485;82.9641;0.5186;0.138;0.356;472.269;0.224;0.226;-0.036;6;-0.2615;-0.9571;4;F-MOUTHBAR
F-4;3401.25;25.3282;0.1911;2.2686;3.4013;85.0340;0.5250;0.140;0.331;512.434;0.232;0.218;-0.027;6;-0.1522;-0.6021;4;F-MOUTHBAR
F-4;3401.50;25.9596;0.1921;2.2835;3.3390;87.1040;0.5312;0.148;0.359;411.669;0.231;0.209;-0.017;6;-0.0443;-0.6106;4;F-MOUTHBAR
F-4;3401.75;27.7783;0.1795;2.2781;3.6891;84.8535;0.4827;0.148;0.416;275.563;0.209;0.213;-0.033;6;-0.3872;-1.0793;4;F-MOUTHBAR
F-4;3402.00;29.5970;0.1670;2.2727;3.6357;82.6030;0.4280;0.159;0.396;203.811;0.207;0.216;-0.049;6;-0.7286;-1.1366;4;F-MOUTHBAR
F-4;3402.25;29.4063;0.1759;2.2667;3.8900;82.1757;0.4278;0.170;0.386;165.904;0.212;0.219;-0.043;6;-0.6014;-1.3981;4;F-MOUTHBAR
F-4;3402.50;29.2156;0.1848;2.2607;3.8118;81.7484;0.4277;0.166;0.389;216.406;0.221;0.222;-0.038;6;-0.4743;-1.2901;4;F-MOUTHBAR
F-4;3402.75;26.0092;0.1773;2.2868;4.2188;80.7954;0.3998;0.159;0.409;224.684;0.213;0.208;-0.030;6;-0.8225;-1.6871;4;F-MOUTHBAR
F-4;3403.00;22.8028;0.1698;2.3129;3.4846;79.8424;0.3701;0.139;0.444;273.179;0.196;0.193;-0.023;6;-1.1707;-1.0061;4;F-MOUTHBAR
F-4;3403.25;22.5891;0.1574;2.3278;3.2780;77.4079;0.3311;0.127;0.451;346.522;0.191;0.184;-0.027;6;-1.6477;-0.8027;4;F-MOUTHBAR
F-4;3403.50;22.3755;0.1450;2.3428;2.9783;74.9734;0.2884;0.121;0.460;328.990;0.181;0.176;-0.031;6;-2.1253;-0.5822;4;F-MOUTHBAR
F-4;3403.75;23.8137;0.1392;2.3552;2.9634;74.9212;0.2828;0.126;0.472;241.311;0.171;0.168;-0.029;6;-2.2834;-0.6369;4;F-MOUTHBAR
F-4;3404.00;25.2519;0.1333;2.3676;2.8777;74.8690;0.2772;0.141;0.534;139.710;0.162;0.161;-0.028;6;-2.4429;-0.6363;4;F-MOUTHBAR
F-4;3404.25;28.1957;0.1380;2.3592;3.1338;75.2562;0.2567;0.145;0.558;121.386;0.161;0.166;-0.028;0;-2.2871;-0.9059;4;F-MOUTHBAR
F-4;3404.50;31.1395;0.1426;2.3509;3.6932;75.6433;0.2352;0.165;0.571;82.239;0.165;0.171;-0.028;0;-2.1334;-1.4708;4;F-MOUTHBAR
F-4;3404.75;46.5126;0.1729;2.3366;3.8325;82.2353;0.2327;0.212;0.663;25.602;0.169;0.179;-0.006;3;-1.0132;-1.6421;1;F-TIDAL BAR
F-4;3405.00;61.8858;0.2033;2.3223;4.6760;88.8273;0.2302;0.303;0.781;4.524;0.190;0.187;0.016;3;0.1084;-2.4366;1;F-TIDAL BAR
F-4;3405.25;63.4676;0.2255;2.3330;4.5921;86.6082;0.1858;0.383;0.740;0.617;0.205;0.181;0.044;3;0.1815;-2.4068;1;F-TIDAL BAR
F-4;3405.50;65.0495;0.2476;2.3437;4.8786;84.3892;0.1363;0.403;0.656;0.373;0.208;0.175;0.073;3;0.2532;-2.7207;1;F-TIDAL BAR
F-4;3405.75;57.9527;0.2230;2.3908;5.2751;81.0574;0.1476;0.381;0.778;0.313;0.166;0.148;0.075;3;-0.6777;-3.0746;1;F-TIDAL BAR
F-4;3406.00;50.8560;0.1984;2.4380;5.4518;77.7256;0.1587;0.331;0.842;0.686;0.138;0.121;0.077;3;-1.6091;-3.2258;1;F-TIDAL BAR
F-4;3406.25;45.1833;0.1931;2.4359;3.9585;73.7479;0.1915;0.282;0.839;1.631;0.117;0.122;0.071;3;-2.0273;-1.8168;1;F-TIDAL BAR
F-4;3406.50;39.5105;0.1878;2.4338;4.7357;69.7702;0.2219;0.252;0.797;3.558;0.117;0.124;0.064;3;-2.4455;-2.5006;1;F-TIDAL BAR
F-4;3406.75;39.3698;0.1851;2.4291;5.2498;71.1777;0.2418;0.232;0.712;7.718;0.129;0.126;0.059;3;-2.3366;-2.9511;1;F-TIDAL BAR
F-4;3407.00;39.2290;0.1824;2.4245;4.1051;72.5851;0.2608;0.223;0.584;16.405;0.161;0.129;0.054;3;-2.2283;-1.8715;1;F-TIDAL BAR
F-4;3407.25;38.6716;0.1865;2.4291;4.0387;73.1294;0.2663;0.231;0.581;13.124;0.160;0.126;0.060;3;-2.1493;-1.8071;1;F-TIDAL BAR
F-4;3407.50;38.1141;0.1905;2.4338;5.2254;73.6738;0.2717;0.227;0.592;13.211;0.155;0.124;0.067;3;-2.0723;-2.8945;1;F-TIDAL BAR
F-4;3407.75;38.3351;0.1889;2.4359;5.3137;73.2521;0.2625;0.223;0.716;7.718;0.120;0.122;0.067;3;-2.1437;-2.9891;1;F-TIDAL BAR
F-4;3408.00;38.5560;0.1872;2.4379;5.3690;72.8305;0.2531;0.224;0.729;7.387;0.119;0.121;0.066;3;-2.2160;-3.0497;1;F-TIDAL BAR
F-4;3408.25;39.6779;0.1974;2.3977;4.7258;76.5152;0.2283;0.242;0.597;9.872;0.160;0.144;0.053;3;-1.5152;-2.4805;1;F-TIDAL BAR
F-4;3408.50;40.7999;0.2076;2.3574;4.4793;80.1999;0.2020;0.250;0.575;10.539;0.174;0.167;0.040;3;-0.8139;-2.2795;1;F-TIDAL BAR
F-4;3408.75;40.3950;0.2199;2.3271;4.4071;83.0751;0.1804;0.239;0.545;21.051;0.196;0.185;0.035;3;-0.2125;-2.2273;1;F-TIDAL BAR
F-4;3409.00;39.9901;0.2322;2.2968;4.2943;85.9503;0.1575;0.231;0.534;34.440;0.213;0.202;0.030;3;0.3890;-2.1369;1;F-TIDAL BAR
F-4;3409.25;39.4398;0.2345;2.2832;3.4727;86.4873;0.1359;0.233;0.534;44.438;0.228;0.210;0.025;3;0.5465;-1.3948;1;F-TIDAL BAR
F-4;3409.50;38.8896;0.2369;2.2697;3.4146;87.0243;0.1132;0.231;0.547;50.663;0.233;0.217;0.020;3;0.7048;-1.3597;1;F-TIDAL BAR
F-4;3409.75;39.9308;0.2380;2.2661;3.3649;86.8779;0.0797;0.236;0.559;46.637;0.236;0.219;0.019;3;0.7310;-1.3506;1;F-TIDAL BAR
F-4;3410.00;40.9720;0.2392;2.2626;3.3199;86.7316;0.0433;0.241;0.571;43.809;0.240;0.221;0.018;3;0.7580;-1.3478;1;F-TIDAL BAR
F-4;3410.25;42.5449;0.2405;2.2579;3.3185;89.1637;0.0114;0.245;0.581;44.415;0.245;0.224;0.016;3;1.0166;-1.3782;1;F-TIDAL BAR
F-4;3410.50;44.1178;0.2419;2.2533;3.3138;91.5957;-0.0230;0.251;0.597;35.262;0.241;0.227;0.015;3;1.2760;-1.4151;1;F-TIDAL BAR
F-4;3410.75;43.8077;0.2417;2.2541;3.3261;90.1759;-0.0381;0.257;0.598;33.390;0.245;0.226;0.015;3;1.1455;-1.4430;1;F-TIDAL BAR
F-4;3411.00;43.4975;0.2414;2.2549;3.3262;88.7561;-0.0536;0.259;0.593;33.779;0.251;0.226;0.016;3;1.0136;-1.4584;1;F-TIDAL BAR
F-4;3411.25;42.3463;0.2527;2.2537;3.4554;89.0945;-0.0575;0.268;0.613;23.284;0.243;0.226;0.026;3;1.2122;-1.5888;1;F-TIDAL BAR
F-4;3411.50;41.1951;0.2640;2.2526;3.3760;89.4329;-0.0615;0.250;0.599;42.193;0.249;0.227;0.037;3;1.4103;-1.5062;1;F-TIDAL BAR
F-4;3411.75;43.1284;0.2495;2.2592;3.3492;89.7242;-0.0634;0.230;0.607;60.640;0.242;0.223;0.026;3;1.1895;-1.4702;1;F-TIDAL BAR
F-4;3412.00;45.0618;0.2350;2.2658;3.3130;90.0155;-0.0653;0.249;0.614;36.222;0.240;0.220;0.015;3;0.9687;-1.4563;1;F-TIDAL BAR
F-4;3412.25;44.5791;0.2450;2.2550;3.4245;89.9069;-0.0685;0.269;0.623;21.000;0.238;0.226;0.019;3;1.1666;-1.5731;1;F-TIDAL BAR
F-4;3412.50;44.0965;0.2550;2.2443;3.3897;89.7983;-0.0718;0.262;0.595;32.151;0.252;0.232;0.023;3;1.3640;-1.5364;1;F-TIDAL BAR
F-4;3412.75;42.7271;0.2524;2.2481;3.3974;89.8808;-0.0724;0.263;0.594;30.818;0.251;0.230;0.023;3;1.3087;-1.5450;1;F-TIDAL BAR
F-4;3413.00;41.3576;0.2498;2.2519;3.3671;89.9633;-0.0730;0.261;0.588;32.058;0.250;0.227;0.022;3;1.2535;-1.5169;1;F-TIDAL BAR
F-4;3413.25;42.1576;0.2519;2.2458;3.3828;90.5003;-0.0697;0.245;0.585;50.534;0.252;0.231;0.021;3;1.3671;-1.5148;1;F-TIDAL BAR
F-4;3413.50;42.9576;0.2540;2.2398;3.4181;91.0372;-0.0664;0.251;0.586;44.926;0.254;0.234;0.020;3;1.4801;-1.5480;1;F-TIDAL BAR
F-4;3413.75;38.6817;0.2534;2.2511;3.6317;88.8872;-0.0556;0.237;0.593;60.171;0.251;0.228;0.025;3;1.2129;-1.7229;1;F-TIDAL BAR
F-4;3414.00;34.4057;0.2527;2.2624;3.6016;86.7373;-0.0451;0.212;0.596;99.900;0.243;0.221;0.031;3;0.9443;-1.6562;1;F-TIDAL BAR
F-4;3414.25;36.6936;0.2473;2.2599;3.3641;86.4587;-0.0124;0.202;0.580;130.160;0.244;0.223;0.024;3;0.8603;-1.3828;1;F-TIDAL BAR
F-4;3414.50;38.9815;0.2420;2.2574;3.6102;86.1802;0.0180;0.215;0.565;87.449;0.240;0.224;0.018;3;0.7777;-1.6094;1;F-TIDAL BAR
F-4;3414.75;37.0311;0.2359;2.2675;3.5971;85.6873;0.0369;0.231;0.563;53.681;0.237;0.219;0.017;3;0.5844;-1.6025;1;F-TIDAL BAR
F-4;3415.00;35.0807;0.2298;2.2776;3.6394;85.1944;0.0551;0.213;0.569;76.588;0.230;0.213;0.017;3;0.3911;-1.6067;1;F-TIDAL BAR
F-4;3415.25;34.5471;0.2209;2.3034;3.8049;83.5497;0.0483;0.206;0.575;88.105;0.228;0.198;0.023;3;-0.0305;-1.7578;1;F-TIDAL BAR
F-4;3415.50;34.0136;0.2120;2.3292;4.6645;81.9050;0.0413;0.212;0.610;54.232;0.210;0.183;0.029;3;-0.4521;-2.5807;1;F-TIDAL BAR
F-4;3415.75;33.2355;0.2177;2.3226;4.7322;82.1715;0.0312;0.197;0.608;74.002;0.206;0.187;0.031;3;-0.3094;-2.6391;1;F-TIDAL BAR
F-4;3416.00;32.4575;0.2234;2.3160;4.9203;82.4380;0.0208;0.186;0.612;93.383;0.204;0.191;0.033;3;-0.1666;-2.8089;1;F-TIDAL BAR
F-4;3416.25;32.1531;0.2175;2.3069;4.4557;83.4439;-0.0010;0.180;0.599;139.283;0.215;0.196;0.021;3;-0.1138;-2.3702;1;F-TIDAL BAR
F-4;3416.50;31.8487;0.2116;2.2978;4.3277;84.4498;-0.0240;0.182;0.612;132.608;0.217;0.201;0.010;3;-0.0610;-2.2802;1;F-TIDAL BAR
F-4;3416.75;32.4073;0.2239;2.2716;4.0194;86.5173;-0.0386;0.190;0.619;113.424;0.219;0.216;0.008;3;0.4490;-2.0247;1;F-TIDAL BAR
F-4;3417.00;32.9660;0.2361;2.2453;3.6904;88.5848;-0.0538;0.187;0.587;185.994;0.242;0.231;0.005;3;0.9580;-1.6851;1;F-TIDAL BAR
F-4;3417.25;35.3622;0.2369;2.2405;3.3776;88.8182;-0.0673;0.198;0.597;156.785;0.248;0.234;0.003;3;1.0219;-1.4315;1;F-TIDAL BAR
F-4;3417.50;37.7585;0.2376;2.2356;3.3943;89.0516;-0.0813;0.209;0.609;115.270;0.247;0.237;0.001;3;1.0849;-1.4907;1;F-TIDAL BAR
F-4;3417.75;38.1653;0.2517;2.2397;3.4692;87.8186;-0.0877;0.228;0.615;73.181;0.248;0.234;0.017;3;1.1611;-1.5963;1;F-TIDAL BAR
F-4;3418.00;38.5721;0.2659;2.2438;3.4587;86.5857;-0.0941;0.233;0.598;76.945;0.259;0.232;0.034;3;1.2387;-1.5904;1;F-TIDAL BAR
F-4;3418.25;38.3361;0.2480;2.2697;3.4619;81.7495;-0.0999;0.224;0.620;74.646;0.245;0.217;0.031;3;0.4110;-1.6008;1;F-TIDAL BAR
F-4;3418.50;38.1001;0.2301;2.2957;3.5647;76.9133;-0.1057;0.225;0.642;56.605;0.230;0.202;0.028;3;-0.4174;-1.7142;1;F-TIDAL BAR
F-4;3418.75;38.5795;0.2014;2.3443;3.5740;72.2015;-0.0865;0.211;0.630;73.165;0.225;0.175;0.027;3;-1.5217;-1.6916;1;F-TIDAL BAR
F-4;3419.00;39.0588;0.1726;2.3929;5.4054;67.4898;-0.0680;0.215;0.671;34.938;0.189;0.147;0.026;3;-2.6276;-3.3870;1;F-TIDAL BAR
F-4;3419.25;38.5709;0.1865;2.3765;5.4719;74.6315;-0.0567;0.230;0.560;15.609;0.168;0.156;0.030;3;-1.7157;-3.4507;1;F-TIDAL BAR
F-4;3419.50;38.0831;0.2004;2.3601;5.5044;81.7731;-0.0457;0.223;0.528;21.107;0.175;0.166;0.035;3;-0.8038;-3.4656;1;F-TIDAL BAR
F-4;3419.75;39.9764;0.2235;2.3283;5.4794;83.2881;-0.0705;0.227;0.643;27.260;0.195;0.184;0.040;3;-0.1494;-3.4631;1;F-TIDAL BAR
F-4;3420.00;41.8698;0.2466;2.2964;3.6042;84.8031;-0.0967;0.237;0.627;32.017;0.217;0.202;0.045;3;0.5057;-1.7591;1;F-TIDAL BAR
F-4;3420.25;44.7805;0.2489;2.2858;3.4614;86.2669;-0.1203;0.253;0.636;29.140;0.234;0.208;0.041;3;0.7319;-1.6534;1;F-TIDAL BAR
F-4;3420.50;47.6912;0.2512;2.2752;3.5119;87.7308;-0.1453;0.276;0.676;17.516;0.238;0.214;0.037;3;0.9582;-1.7335;1;F-TIDAL BAR
F-4;3420.75;45.6460;0.2517;2.2724;3.5429;88.0495;-0.1668;0.292;0.718;10.718;0.235;0.216;0.036;3;1.0054;-1.7885;1;F-TIDAL BAR
F-4;3421.00;43.6009;0.2522;2.2696;3.4700;88.3683;-0.1894;0.277;0.705;18.303;0.241;0.217;0.035;3;1.0527;-1.7387;1;F-TIDAL BAR
F-4;3421.25;42.9033;0.2571;2.2644;3.2854;87.1385;-0.2071;0.257;0.697;30.451;0.243;0.220;0.037;3;1.0469;-1.5779;1;F-TIDAL BAR
F-4;3421.50;42.2057;0.2620;2.2592;3.3377;85.9087;-0.2256;0.245;0.701;41.918;0.243;0.223;0.039;3;1.0411;-1.6365;1;F-TIDAL BAR
F-4;3421.75;41.0475;0.2547;2.2683;3.3919;86.8762;-0.1775;0.247;0.702;42.779;0.247;0.218;0.037;3;0.9634;-1.6373;1;F-TIDAL BAR
F-4;3422.00;39.8893;0.2475;2.2774;3.3518;87.8437;-0.1342;0.243;0.699;43.965;0.242;0.213;0.035;3;0.8871;-1.5559;1;F-TIDAL BAR
F-4;3422.25;41.3063;0.2498;2.3181;3.3899;87.6956;-0.0787;0.233;0.691;45.985;0.231;0.190;0.060;3;0.6750;-1.5336;1;F-TIDAL BAR
F-4;3422.50;42.7232;0.2520;2.3588;4.1325;87.5475;-0.0294;0.246;0.848;13.084;0.177;0.166;0.086;3;0.4613;-2.1914;1;F-TIDAL BAR
F-4;3422.75;48.6734;0.2427;2.4157;4.5046;85.1105;0.4243;0.288;1.000;2.034;0.134;0.134;0.109;3;-0.2025;-2.0850;1;F-TIDAL BAR
F-4;3423.00;54.6235;0.2334;2.4726;4.0992;82.6736;0.6413;0.323;1.000;0.288;0.076;0.101;0.132;3;-0.8663;-1.4942;1;F-TIDAL BAR
F-5;3473.03;28.0914;0.1261;2.5170;4.8555;79.9080;1.4832;0.2008;0.505;0.001;0.086;0.086;0.040;3;-2.9728;-1.3428;1;F-TIDAL BAR
F-5;3473.28;27.3140;0.1337;2.3933;4.0075;78.5635;1.2674;0.1940;0.251;19.723;0.153;0.153;-0.019;3;-2.2637;-0.7651;1;F-TIDAL BAR
F-5;3473.53;27.1997;0.1421;2.3159;3.9568;75.7837;1.3194;0.1931;0.182;52.160;0.181;0.191;-0.049;3;-1.9333;-0.6429;1;F-TIDAL BAR
F-5;3473.78;25.0580;0.1553;2.2836;3.1004;77.0777;1.3029;0.1744;0.143;104.931;0.198;0.209;-0.054;3;-1.4465;0.1670;1;F-TIDAL BAR
F-5;3474.03;21.2592;0.1545;2.2749;2.8857;78.2215;1.1918;0.1412;0.154;215.322;0.201;0.214;-0.060;3;-1.3162;0.3318;1;F-TIDAL BAR
F-5;3474.28;20.7655;0.1730;2.2800;3.0956;79.9865;1.1369;0.1371;0.170;260.466;0.206;0.211;-0.038;3;-0.9250;0.1155;1;F-TIDAL BAR
F-5;3474.53;23.5503;0.1766;2.2800;2.7818;80.7829;1.1443;0.1613;0.170;164.073;0.208;0.211;-0.035;3;-0.7989;0.3430;1;F-TIDAL BAR
F-5;3474.78;27.4838;0.1944;2.2899;2.8621;80.1254;1.1256;0.1955;0.186;88.472;0.211;0.206;-0.011;3;-0.6464;0.1961;1;F-TIDAL BAR
F-5;3475.03;32.3757;0.1919;2.2786;2.8647;82.7349;1.1332;0.2380;0.207;37.223;0.214;0.212;-0.020;3;-0.3836;0.1647;1;F-TIDAL BAR
F-5;3475.28;35.1842;0.1926;2.2601;2.9934;83.3294;1.1395;0.2625;0.219;25.608;0.221;0.223;-0.030;3;-0.2101;0.0442;1;F-TIDAL BAR
F-5;3475.53;38.2085;0.1975;2.2733;2.9980;87.6418;1.1383;0.2886;0.216;14.353;0.218;0.215;-0.018;3;0.1621;0.0307;1;F-TIDAL BAR
F-5;3475.78;39.2721;0.1956;2.2800;2.9854;89.8763;1.1486;0.2981;0.217;10.929;0.215;0.211;-0.016;3;0.2901;0.0502;1;F-TIDAL BAR
F-5;3476.03;35.9308;0.1962;2.2740;2.9757;86.8030;1.1369;0.2691;0.225;21.704;0.217;0.215;-0.019;3;0.0626;0.0551;1;F-TIDAL BAR
F-5;3476.28;31.1772;0.1935;2.2700;2.9041;86.2872;1.1397;0.2276;0.218;50.500;0.218;0.217;-0.024;3;-0.0067;0.1444;1;F-TIDAL BAR
F-5;3476.53;29.8317;0.1922;2.2788;2.7559;87.9702;1.1619;0.2160;0.209;58.920;0.214;0.212;-0.020;3;0.0661;0.3093;1;F-TIDAL BAR
F-5;3476.78;32.6499;0.1871;2.3100;2.7910;86.9093;1.1596;0.2403;0.237;29.262;0.201;0.194;-0.007;3;-0.2750;0.2534;1;F-TIDAL BAR
F-5;3477.03;34.3482;0.1943;2.3084;3.1074;84.2868;1.1623;0.2552;0.242;22.071;0.205;0.195;-0.001;3;-0.3838;-0.0404;1;F-TIDAL BAR
F-5;3477.28;31.4518;0.1897;2.2999;2.8072;81.2473;1.1690;0.2300;0.232;38.279;0.206;0.200;-0.010;3;-0.6688;0.2544;1;F-TIDAL BAR
F-5;3477.53;30.6547;0.1837;2.2756;2.8458;82.5049;1.1733;0.2231;0.223;48.771;0.212;0.214;-0.030;3;-0.5087;0.2307;1;F-TIDAL BAR
F-5;3477.78;33.2957;0.1927;2.2717;2.8711;85.5606;1.1819;0.2463;0.221;32.930;0.217;0.216;-0.023;3;-0.0869;0.2048;1;F-TIDAL BAR
F-5;3478.03;34.2616;0.1827;2.2826;2.8821;85.1078;1.1840;0.2544;0.225;24.218;0.209;0.210;-0.027;3;-0.3329;0.1905;1;F-TIDAL BAR
F-5;3478.28;33.9496;0.1992;2.2630;2.8895;87.6665;1.1854;0.2517;0.214;32.730;0.222;0.221;-0.022;3;0.2408;0.1912;1;F-TIDAL BAR
F-5;3478.53;32.3958;0.2194;2.2401;2.6857;89.9774;1.2008;0.2383;0.194;57.885;0.238;0.234;-0.015;3;0.8638;0.4124;1;F-TIDAL BAR
F-5;3478.78;31.7747;0.1875;2.2566;2.6055;88.1238;1.2040;0.2328;0.206;46.106;0.220;0.225;-0.037;3;0.1428;0.4811;1;F-TIDAL BAR
F-5;3479.03;32.0657;0.2025;2.2571;2.5758;85.9286;1.2141;0.2354;0.202;48.770;0.226;0.225;-0.022;3;0.1698;0.5205;1;F-TIDAL BAR
F-5;3479.28;32.6486;0.2044;2.2407;2.6455;87.1899;1.2159;0.2404;0.197;49.348;0.232;0.234;-0.030;3;0.4021;0.4585;1;F-TIDAL BAR
F-5;3479.53;33.0415;0.1948;2.2400;2.6075;86.9994;1.2297;0.2439;0.199;43.124;0.229;0.234;-0.040;3;0.2506;0.5030;1;F-TIDAL BAR
F-5;3479.78;31.8871;0.1853;2.2520;2.4197;85.5645;1.2483;0.2338;0.199;45.869;0.221;0.227;-0.042;3;-0.0829;0.6966;1;F-TIDAL BAR
F-5;3480.03;30.9922;0.2068;2.2596;2.5182;88.1877;1.2587;0.2260;0.192;60.247;0.227;0.223;-0.016;3;0.4107;0.6267;1;F-TIDAL BAR
F-5;3480.28;29.4975;0.2129;2.2402;2.6641;89.6084;1.2754;0.2130;0.183;93.022;0.236;0.234;-0.021;3;0.7315;0.5326;1;F-TIDAL BAR
F-5;3480.53;31.3555;0.1957;2.2314;2.6039;86.2788;1.2825;0.2290;0.182;62.307;0.232;0.239;-0.044;3;0.2483;0.5732;1;F-TIDAL BAR
F-5;3480.78;32.4625;0.2065;2.2475;2.6043;85.1793;1.2952;0.2388;0.179;49.581;0.231;0.230;-0.024;3;0.2198;0.5765;1;F-TIDAL BAR
F-5;3481.03;30.0485;0.1832;2.2698;2.7941;87.0398;1.3037;0.2177;0.190;56.110;0.214;0.217;-0.034;3;-0.0927;0.4150;1;F-TIDAL BAR
F-5;3481.28;29.3159;0.1941;2.2593;2.5830;86.7020;1.3161;0.2114;0.184;74.227;0.222;0.223;-0.029;3;0.0963;0.6348;1;F-TIDAL BAR
F-5;3481.53;28.0243;0.1870;2.2432;2.7202;85.9729;1.3250;0.2001;0.182;98.527;0.224;0.233;-0.046;3;0.0209;0.5348;1;F-TIDAL BAR
F-5;3481.78;28.3453;0.1933;2.2533;2.6805;85.0177;1.3332;0.2030;0.181;94.720;0.223;0.227;-0.033;3;-0.0275;0.5769;1;F-TIDAL BAR
F-5;3482.03;32.5659;0.1795;2.2600;2.6129;85.1584;1.3687;0.2397;0.177;37.195;0.216;0.223;-0.043;3;-0.2475;0.6338;1;F-TIDAL BAR
F-5;3482.28;35.0774;0.1921;2.2761;2.8620;88.3160;1.3805;0.2615;0.184;23.279;0.215;0.214;-0.022;3;0.1196;0.4063;1;F-TIDAL BAR
F-5;3482.53;32.1216;0.1867;2.2673;2.7809;88.9092;1.3962;0.2359;0.178;40.430;0.216;0.219;-0.032;3;0.1376;0.5091;1;F-TIDAL BAR
F-5;3482.78;31.4676;0.1885;2.2600;2.7374;85.6284;1.4142;0.2302;0.181;48.023;0.219;0.223;-0.034;3;-0.0779;0.5727;1;F-TIDAL BAR
F-5;3483.03;30.0648;0.1975;2.2546;2.7431;84.4091;1.4228;0.2181;0.167;69.002;0.225;0.226;-0.029;3;-0.0232;0.5911;1;F-TIDAL BAR
F-5;3483.28;25.7787;0.2011;2.2480;2.9334;87.8980;1.4376;0.1806;0.161;160.096;0.228;0.230;-0.029;3;0.3603;0.4960;1;F-TIDAL BAR
F-5;3483.53;24.4451;0.1947;2.2481;2.6483;85.7750;1.4445;0.1691;0.155;192.137;0.226;0.230;-0.035;3;0.0811;0.7884;1;F-TIDAL BAR
F-5;3483.78;22.5993;0.1864;2.2599;2.7440;82.9452;1.4537;0.1531;0.153;235.519;0.218;0.223;-0.037;3;-0.3553;0.7406;1;F-TIDAL BAR
F-5;3484.03;21.6210;0.1824;2.2492;3.1436;82.8312;1.4456;0.1445;0.149;291.136;0.220;0.229;-0.047;3;-0.3632;0.4042;1;F-TIDAL BAR
F-5;3484.28;21.0763;0.1789;2.2473;2.9435;85.2643;1.4477;0.1397;0.143;317.437;0.220;0.230;-0.051;3;-0.1946;0.6095;1;F-TIDAL BAR
F-5;3484.53;21.6539;0.1783;2.2400;3.5954;83.1948;1.4279;0.1449;0.142;296.878;0.222;0.234;-0.056;3;-0.3383;-0.0256;1;F-TIDAL BAR
F-5;3484.78;22.2441;0.1782;2.2303;3.5814;85.4630;1.4132;0.1500;0.142;283.254;0.225;0.240;-0.062;3;-0.0871;-0.0372;1;F-TIDAL BAR
F-5;3485.03;21.2337;0.1740;2.2468;3.4859;83.4438;1.3768;0.1412;0.148;296.908;0.218;0.231;-0.057;3;-0.4196;0.0238;1;F-TIDAL BAR
F-5;3485.28;23.3083;0.1830;2.2568;2.9075;84.6565;1.3290;0.1592;0.158;207.272;0.218;0.225;-0.042;3;-0.2381;0.4442;1;F-TIDAL BAR
F-5;3485.53;25.5252;0.1948;2.2406;2.9303;84.1224;1.3442;0.1785;0.151;165.931;0.228;0.234;-0.039;3;-0.0145;0.4089;1;F-TIDAL BAR
F-5;3485.78;23.0308;0.1762;2.2357;2.9407;82.4929;1.2550;0.1568;0.150;233.975;0.223;0.237;-0.061;3;-0.4020;0.3582;1;F-TIDAL BAR
F-5;3486.03;24.2681;0.1631;2.2895;2.8506;76.9785;1.1534;0.1676;0.183;138.090;0.199;0.206;-0.043;3;-1.3770;0.2702;1;F-TIDAL BAR
