Well;Depth;GR;NPHI;RHOB;PEF;DT;RD_LOG;VSH;SW;KLOGH;PHIF;PHID;N-D;Cluster_all;PCA_1;PCA_2;Id_discreto;Lithofacies
F-12;3176.50;71.9195;0.2398;2.1725;3.0181;94.2220;1.4170;0.5377;0.1360;0.2080;0.2697;0.2729;-0.0331;6;1.9899;0.2828;4;F-MOUTHBAR
F-12;3176.75;73.0746;0.2318;2.1776;3.1535;92.2373;1.3987;0.5488;0.1390;0.1515;0.2647;0.2699;-0.0381;6;1.6750;0.1396;4;F-MOUTHBAR
F-12;3177.00;73.2138;0.2287;2.1826;3.2835;91.3513;1.3858;0.5502;0.1402;0.1391;0.2617;0.2671;-0.0384;6;1.5248;0.0069;4;F-MOUTHBAR
F-12;3177.25;72.3788;0.2306;2.1876;3.2758;91.3094;1.3784;0.5421;0.1394;0.1613;0.2608;0.2642;-0.0336;6;1.5184;0.0065;4;F-MOUTHBAR
F-12;3177.50;71.6204;0.2324;2.1875;3.2530;90.8485;1.3934;0.5348;0.1331;0.1904;0.2616;0.2643;-0.0319;6;1.5041;0.0427;4;F-MOUTHBAR
F-12;3177.75;70.9354;0.2340;2.1825;3.1179;90.7957;1.4277;0.5282;0.1230;0.2280;0.2639;0.2671;-0.0331;6;1.5505;0.2017;4;F-MOUTHBAR
F-12;3178.00;70.2862;0.2333;2.1826;3.1360;87.8492;1.3916;0.5220;0.1244;0.2575;0.2636;0.2671;-0.0338;6;1.2847;0.1487;4;F-MOUTHBAR
F-12;3178.25;69.6711;0.2300;2.1875;3.0794;85.7782;1.2681;0.5161;0.1384;0.2754;0.2606;0.2643;-0.0343;6;1.0287;0.0764;4;F-MOUTHBAR
F-12;3178.50;67.6015;0.2227;2.2053;2.9329;86.2555;1.1729;0.4961;0.1540;0.3537;0.2516;0.2541;-0.0314;6;0.8567;0.1155;4;F-MOUTHBAR
F-12;3178.75;64.1364;0.2115;2.2353;3.0220;84.0465;1.1336;0.4628;0.1703;0.5381;0.2368;0.2370;-0.0255;6;0.3233;-0.0061;4;F-MOUTHBAR
F-12;3179.00;62.8330;0.2024;2.2755;3.2139;80.4221;1.0429;0.4503;0.2050;0.5098;0.2194;0.2140;-0.0116;6;-0.3565;-0.2742;4;F-MOUTHBAR
F-12;3179.25;63.6072;0.1955;2.3253;3.5213;78.6817;0.8617;0.4578;0.2826;0.3002;0.1996;0.1855;0.0100;0;-0.8937;-0.7400;4;F-MOUTHBAR
F-12;3179.50;64.8094;0.1914;2.3526;3.5253;78.9150;0.7399;0.4693;0.2279;0.1935;0.1885;0.1699;0.0215;0;-1.0891;-0.8664;4;F-MOUTHBAR
F-12;3179.75;66.4344;0.1898;2.3575;3.6043;77.3981;0.7543;0.4849;0.1475;0.1341;0.1862;0.1671;0.0227;0;-1.2685;-0.9247;4;F-MOUTHBAR
F-12;3180.00;70.5897;0.1833;2.3856;3.4937;76.1385;0.9056;0.5249;0.1560;0.0471;0.1739;0.1511;0.0322;0;-1.6267;-0.6705;4;F-MOUTHBAR
F-12;3180.25;77.1458;0.1720;2.4355;3.7200;77.5716;1.0963;0.5879;0.2603;0.0097;0.1523;0.1226;0.0494;2;-1.9445;-0.6868;4;F-MOUTHBAR
F-12;3180.50;82.5496;0.1719;2.4345;3.9166;79.1503;1.1673;0.6399;0.4106;0.0029;0.1527;0.1231;0.0488;2;-1.7943;-0.7964;1;F-TIDAL BAR
F-12;3180.75;86.8396;0.1826;2.3844;3.8363;80.4403;1.1695;0.6812;0.4514;0.0019;0.1740;0.1518;0.0308;2;-1.2296;-0.7202;1;F-TIDAL BAR
F-12;3181.00;87.0541;0.1909;2.3447;3.8182;81.6519;1.2040;0.6832;0.3472;0.0025;0.1910;0.1745;0.0164;3;-0.7742;-0.6688;1;F-TIDAL BAR
F-12;3181.25;83.3656;0.1970;2.3147;3.6078;82.7787;1.2629;0.6477;0.2286;0.0065;0.2038;0.1916;0.0054;3;-0.4214;-0.4157;1;F-TIDAL BAR
F-12;3181.50;81.5831;0.2007;2.2872;3.3191;85.6327;1.3540;0.6306;0.1795;0.0110;0.2146;0.2073;-0.0066;3;0.0342;-0.0580;1;F-TIDAL BAR
F-12;3181.75;81.6482;0.2019;2.2622;3.3725;87.9118;1.4587;0.6312;0.1503;0.0129;0.2237;0.2216;-0.0197;3;0.3929;-0.0017;1;F-TIDAL BAR
F-12;3182.00;79.8936;0.2023;2.2449;3.2065;89.8989;1.4946;0.6144;0.1392;0.0206;0.2298;0.2315;-0.0292;3;0.6668;0.1873;1;F-TIDAL BAR
F-12;3182.25;76.3936;0.2018;2.2349;3.1804;90.2750;1.4797;0.5807;0.1385;0.0442;0.2331;0.2372;-0.0354;3;0.7434;0.1964;1;F-TIDAL BAR
F-12;3182.50;70.7857;0.1999;2.2275;3.2211;88.4691;1.4939;0.5268;0.1342;0.1527;0.2348;0.2414;-0.0415;3;0.5927;0.1733;1;F-TIDAL BAR
F-12;3182.75;63.1473;0.1965;2.2224;3.1360;86.7323;1.5336;0.4534;0.1271;0.6437;0.2352;0.2443;-0.0478;3;0.4091;0.2920;1;F-TIDAL BAR
F-12;3183.00;53.8184;0.1966;2.2124;3.1621;87.1644;1.5952;0.3636;0.1148;5.1859;0.2387;0.2501;-0.0535;3;0.4886;0.3333;1;F-TIDAL BAR
F-12;3183.25;42.8434;0.2000;2.1973;3.3283;88.2960;1.6698;0.2581;0.1002;54.9588;0.2452;0.2587;-0.0587;3;0.7030;0.2910;1;F-TIDAL BAR
F-12;3183.50;36.3840;0.2004;2.1901;3.5621;88.7693;1.7228;0.1960;0.0941;166.0760;0.2479;0.2628;-0.0624;3;0.7795;0.2086;1;F-TIDAL BAR
F-12;3183.75;34.1622;0.1979;2.1900;3.5827;89.1923;1.7607;0.1746;0.0934;255.0961;0.2468;0.2629;-0.0650;3;0.7761;0.2915;1;F-TIDAL BAR
F-12;3184.00;34.9657;0.1970;2.2028;3.6204;88.4051;1.8150;0.1824;0.0934;202.1959;0.2421;0.2555;-0.0585;3;0.6225;0.2736;1;F-TIDAL BAR
F-12;3184.25;38.6407;0.1975;2.2278;3.5532;86.6490;1.8792;0.2177;0.0942;83.0447;0.2338;0.2413;-0.0438;3;0.3406;0.3149;1;F-TIDAL BAR
F-12;3184.50;44.3241;0.1984;2.2426;3.0752;85.3796;1.8862;0.2724;0.1023;26.7602;0.2290;0.2328;-0.0344;3;0.1690;0.7219;1;F-TIDAL BAR
F-12;3184.75;51.8778;0.1994;2.2474;3.1013;86.8193;1.8420;0.3450;0.1229;5.4169;0.2278;0.2301;-0.0307;3;0.2936;0.6381;1;F-TIDAL BAR
F-12;3185.00;53.1029;0.2023;2.2398;3.0694;87.4311;1.8736;0.3568;0.1169;4.5428;0.2316;0.2344;-0.0321;3;0.4348;0.6986;1;F-TIDAL BAR
F-12;3185.25;48.0929;0.2069;2.2198;3.0744;88.9885;1.9661;0.3086;0.0912;14.8515;0.2403;0.2458;-0.0389;2;0.7426;0.7946;3;F-TIDAL CHANNEL
F-12;3185.50;45.0428;0.2135;2.1998;2.9246;90.2045;2.0087;0.2792;0.0807;30.5968;0.2497;0.2573;-0.0438;5;1.0537;0.9867;3;F-TIDAL CHANNEL
F-12;3185.75;43.8728;0.2219;2.1798;2.9234;90.1664;2.0157;0.2680;0.0768;46.8306;0.2600;0.2687;-0.0468;5;1.2863;1.0065;3;F-TIDAL CHANNEL
F-12;3186.00;42.5038;0.2248;2.1777;2.9492;89.9799;2.0286;0.2548;0.0737;63.4220;0.2619;0.2699;-0.0451;5;1.3221;1.0076;3;F-TIDAL CHANNEL
F-12;3186.25;40.9438;0.2226;2.1927;3.0137;89.3641;2.0466;0.2398;0.0714;77.3019;0.2558;0.2613;-0.0387;5;1.1474;0.9763;3;F-TIDAL CHANNEL
F-12;3186.50;37.7607;0.2218;2.1949;2.9393;87.9114;2.0696;0.2093;0.0679;148.9227;0.2547;0.2601;-0.0383;5;0.9920;1.1192;3;F-TIDAL CHANNEL
F-12;3186.75;33.0207;0.2224;2.1849;3.1914;87.0076;2.0964;0.1637;0.0633;409.4276;0.2584;0.2658;-0.0434;5;0.9721;1.1005;3;F-TIDAL CHANNEL
F-12;3187.00;30.4206;0.2186;2.1929;3.2475;87.6856;2.1271;0.1387;0.0608;609.9432;0.2542;0.2612;-0.0426;5;0.9241;1.2233;3;F-TIDAL CHANNEL
F-12;3187.25;29.8240;0.2106;2.2178;2.8345;88.3482;2.1605;0.1329;0.0599;553.9189;0.2424;0.2470;-0.0364;5;0.7196;1.5972;3;F-TIDAL CHANNEL
F-12;3187.50;28.8867;0.2054;2.2198;2.9143;87.7183;2.1984;0.1239;0.0571;636.6247;0.2397;0.2458;-0.0404;5;0.5763;1.6211;3;F-TIDAL CHANNEL
F-12;3187.75;27.6067;0.2030;2.1997;2.8750;87.5049;2.2394;0.1116;0.0528;914.5379;0.2455;0.2573;-0.0543;5;0.6369;1.8975;3;F-TIDAL CHANNEL
F-12;3188.00;27.0566;0.2017;2.1874;2.9907;87.5472;2.2808;0.1063;0.0497;1089.9783;0.2493;0.2643;-0.0626;5;0.6917;1.9582;3;F-TIDAL CHANNEL
F-12;3188.25;27.2111;0.2018;2.1825;3.0436;87.8821;2.3222;0.1078;0.0475;1091.1821;0.2510;0.2671;-0.0653;5;0.7507;1.9520;3;F-TIDAL CHANNEL
F-12;3188.50;27.7573;0.2034;2.1800;2.9583;87.5129;2.3678;0.1130;0.0452;1006.7490;0.2525;0.2686;-0.0652;5;0.7576;2.0161;3;F-TIDAL CHANNEL
F-12;3188.75;28.6922;0.2064;2.1800;3.1266;86.7522;2.4161;0.1221;0.0431;855.1280;0.2537;0.2686;-0.0622;5;0.7375;1.8012;3;F-TIDAL CHANNEL
F-12;3189.00;28.7978;0.2094;2.1800;3.1235;87.0077;2.4114;0.1231;0.0419;854.5086;0.2549;0.2686;-0.0592;5;0.8034;1.7989;3;F-TIDAL CHANNEL
F-12;3189.25;28.1078;0.2121;2.1800;2.9527;86.2076;2.3543;0.1164;0.0414;1000.9995;0.2560;0.2686;-0.0565;5;0.7725;2.0035;3;F-TIDAL CHANNEL
F-12;3189.50;27.9639;0.2108;2.1775;2.9708;84.5321;2.5256;0.1150;0.0409;1036.2542;0.2563;0.2700;-0.0592;5;0.6234;2.1847;3;F-TIDAL CHANNEL
F-12;3189.75;28.3440;0.2057;2.1724;3.0582;83.4733;2.7636;0.1187;0.0406;954.7372;0.2560;0.2729;-0.0672;5;0.4881;2.2856;3;F-TIDAL CHANNEL
F-12;3190.00;28.2238;0.2016;2.1802;3.0767;85.6532;2.7906;0.1175;0.0404;903.3569;0.2517;0.2685;-0.0669;5;0.5709;2.2590;3;F-TIDAL CHANNEL
F-12;3190.25;27.6238;0.1985;2.2002;2.9199;88.1173;2.6587;0.1118;0.0405;876.6795;0.2436;0.2570;-0.0585;5;0.6212;2.2514;3;F-TIDAL CHANNEL
F-12;3190.50;27.2214;0.2009;2.1997;2.9748;87.3457;2.5533;0.1079;0.0400;971.6295;0.2448;0.2573;-0.0564;5;0.5919;2.1626;3;F-TIDAL CHANNEL
F-12;3190.75;27.0053;0.2088;2.1798;2.8664;87.0611;2.5040;0.1058;0.0389;1220.0894;0.2548;0.2687;-0.0599;5;0.7971;2.3906;3;F-TIDAL CHANNEL
F-12;3191.00;27.0072;0.2115;2.1726;2.8386;86.6878;2.6828;0.1058;0.0383;1299.9277;0.2583;0.2728;-0.0613;5;0.8460;2.6535;3;F-TIDAL CHANNEL
F-12;3191.25;27.2172;0.2094;2.1776;3.0602;86.2637;2.9226;0.1079;0.0378;1188.9747;0.2557;0.2699;-0.0605;5;0.7503;2.6116;3;F-TIDAL CHANNEL
F-12;3191.50;27.4348;0.2085;2.1800;3.0183;87.7960;3.0395;0.1100;0.0377;1114.0854;0.2545;0.2686;-0.0601;5;0.8557;2.7143;3;F-TIDAL CHANNEL
F-12;3191.75;27.6587;0.2090;2.1800;3.0216;88.8265;3.0998;0.1121;0.0376;1068.9408;0.2547;0.2686;-0.0596;5;0.9522;2.7397;3;F-TIDAL CHANNEL
F-12;3192.00;27.7827;0.2093;2.1800;2.9718;87.8479;3.0717;0.1133;0.0377;1045.1197;0.2549;0.2686;-0.0593;5;0.8725;2.7402;3;F-TIDAL CHANNEL
F-12;3192.25;27.8078;0.2094;2.1800;2.9712;89.7278;2.9347;0.1135;0.0381;1041.0765;0.2549;0.2686;-0.0592;5;1.0360;2.5999;3;F-TIDAL CHANNEL
F-12;3192.50;28.4248;0.2094;2.1826;3.1174;89.9722;2.8471;0.1195;0.0386;906.0546;0.2540;0.2671;-0.0577;5;1.0431;2.2803;3;F-TIDAL CHANNEL
F-12;3192.75;29.6098;0.2093;2.1875;3.1397;88.2533;2.8457;0.1309;0.0393;694.9134;0.2523;0.2643;-0.0550;5;0.8674;2.1073;3;F-TIDAL CHANNEL
F-12;3193.00;29.8378;0.2086;2.1900;2.9774;85.1991;2.8451;0.1330;0.0400;648.6842;0.2512;0.2629;-0.0543;5;0.5799;2.2231;3;F-TIDAL CHANNEL
F-12;3193.25;29.1478;0.2073;2.1900;3.1258;88.7535;2.8451;0.1264;0.0406;736.6309;0.2506;0.2629;-0.0556;5;0.8660;2.1493;3;F-TIDAL CHANNEL
F-12;3193.50;28.9351;0.2030;2.2003;3.0029;85.6637;2.8451;0.1244;0.0419;700.0472;0.2454;0.2570;-0.0540;5;0.4772;2.2363;3;F-TIDAL CHANNEL
F-12;3193.75;29.1801;0.1961;2.2202;3.0821;84.8055;2.8451;0.1267;0.0440;557.7683;0.2358;0.2456;-0.0495;5;0.1880;2.0616;3;F-TIDAL CHANNEL
F-12;3194.00;29.1058;0.1924;2.2300;3.1049;85.5328;2.8451;0.1260;0.0449;517.4236;0.2310;0.2400;-0.0476;5;0.1400;2.0117;3;F-TIDAL CHANNEL
F-12;3194.25;28.7261;0.1921;2.2300;3.1078;81.9427;2.8451;0.1223;0.0448;556.2602;0.2309;0.2400;-0.0479;5;-0.1745;2.0368;3;F-TIDAL CHANNEL
F-12;3194.50;28.0194;0.1801;2.2530;3.2355;81.6353;2.8451;0.1156;0.0474;507.8600;0.2181;0.2269;-0.0468;5;-0.5101;1.8846;3;F-TIDAL CHANNEL
F-12;3194.75;26.9994;0.1572;2.2979;3.5122;94.1879;2.8451;0.1058;0.0535;396.0163;0.1935;0.2012;-0.0440;5;-0.0236;1.5497;3;F-TIDAL CHANNEL
F-12;3195.00;25.8084;0.1393;2.3455;3.5640;85.6372;2.8451;0.0943;0.0604;325.3694;0.1701;0.1740;-0.0347;5;-1.2988;1.4514;3;F-TIDAL CHANNEL
F-12;3195.25;24.4706;0.1262;2.3949;3.6699;83.7377;2.8451;0.0814;0.0679;282.2383;0.1480;0.1458;-0.0196;5;-1.9415;1.3230;3;F-TIDAL CHANNEL
F-12;3195.50;25.2166;0.1329;2.3690;3.7018;75.0640;2.8451;0.0886;0.0658;301.7577;0.1595;0.1606;-0.0277;5;-2.4401;1.3076;3;F-TIDAL CHANNEL
F-12;3195.75;28.0116;0.1589;2.2689;3.3461;82.1885;2.8451;0.1155;0.0562;393.8576;0.2042;0.2178;-0.0589;5;-0.8632;1.7011;3;F-TIDAL CHANNEL
F-12;3196.00;32.0559;0.1789;2.2151;3.0282;85.2811;2.8451;0.1544;0.0525;286.6746;0.2306;0.2485;-0.0696;5;0.0132;1.9172;3;F-TIDAL CHANNEL
F-12;3196.25;37.2794;0.1933;2.2049;2.9713;86.1018;2.8451;0.2046;0.0523;123.8595;0.2399;0.2543;-0.0610;5;0.3622;1.8531;3;F-TIDAL CHANNEL
F-12;3196.50;40.6719;0.2016;2.2000;2.8564;85.5081;2.8451;0.2372;0.0525;66.9418;0.2449;0.2571;-0.0555;5;0.4665;1.9182;3;F-TIDAL CHANNEL
F-12;3196.75;42.3020;0.2041;2.2000;2.8936;87.8273;2.8451;0.2529;0.0532;49.2305;0.2459;0.2571;-0.0530;5;0.7057;1.8712;3;F-TIDAL CHANNEL
F-12;3197.00;42.3242;0.2043;2.2025;2.8964;86.9070;2.8451;0.2531;0.0536;48.3305;0.2452;0.2557;-0.0514;5;0.6149;1.8680;3;F-TIDAL CHANNEL
F-12;3197.25;40.8055;0.2021;2.2075;2.8505;85.2574;2.8451;0.2385;0.0538;62.2876;0.2425;0.2529;-0.0508;5;0.4090;1.9203;3;F-TIDAL CHANNEL
F-12;3197.50;39.5114;0.2010;2.2100;3.0578;86.4461;2.8451;0.2261;0.0536;78.7164;0.2413;0.2514;-0.0504;5;0.4786;1.7411;3;F-TIDAL CHANNEL
F-12;3197.75;38.4363;0.2011;2.2100;2.9744;87.3919;2.8451;0.2158;0.0528;97.6375;0.2413;0.2514;-0.0503;5;0.5596;1.8315;3;F-TIDAL CHANNEL
F-12;3198.00;37.9407;0.2035;2.2049;2.8829;87.6711;2.8451;0.2109;0.0519;113.0822;0.2440;0.2543;-0.0508;5;0.6472;1.9268;3;F-TIDAL CHANNEL
F-12;3198.25;38.0006;0.2082;2.1948;2.8807;85.3152;2.8451;0.2115;0.0510;123.2361;0.2493;0.2601;-0.0519;5;0.5712;1.9361;3;F-TIDAL CHANNEL
F-12;3198.50;38.0759;0.2073;2.1977;2.8582;85.3526;2.8451;0.2123;0.0510;118.6421;0.2480;0.2585;-0.0512;5;0.5447;1.9535;3;F-TIDAL CHANNEL
F-12;3198.75;38.1647;0.2012;2.2127;2.9163;86.5233;2.8451;0.2131;0.0519;101.2050;0.2404;0.2499;-0.0487;5;0.4701;1.8875;3;F-TIDAL CHANNEL
F-12;3199.00;37.7073;0.1975;2.2174;3.0186;85.1081;2.8451;0.2087;0.0520;104.8922;0.2373;0.2472;-0.0497;5;0.2662;1.7959;3;F-TIDAL CHANNEL
F-12;3199.25;36.7223;0.1963;2.2124;3.0127;84.6491;2.8451;0.1992;0.0514;130.5581;0.2385;0.2501;-0.0538;5;0.2363;1.8197;3;F-TIDAL CHANNEL
F-12;3199.50;36.0381;0.1942;2.2100;3.0065;84.8841;2.8451;0.1927;0.0511;149.3914;0.2385;0.2514;-0.0572;5;0.2386;1.8389;3;F-TIDAL CHANNEL
F-12;3199.75;35.6358;0.1914;2.2100;3.0626;84.9382;2.8451;0.1888;0.0512;158.5385;0.2374;0.2514;-0.0600;5;0.2018;1.7938;3;F-TIDAL CHANNEL
F-12;3200.00;35.0801;0.1903;2.2100;3.0753;85.1999;2.8451;0.1834;0.0509;175.8087;0.2370;0.2514;-0.0611;5;0.2073;1.7945;3;F-TIDAL CHANNEL
F-12;3200.25;34.3752;0.1909;2.2100;3.1169;84.3221;2.8451;0.1767;0.0503;203.2586;0.2373;0.2514;-0.0605;5;0.1391;1.7758;3;F-TIDAL CHANNEL
F-12;3200.50;33.2797;0.1904;2.2151;3.0885;83.5874;2.8451;0.1662;0.0502;244.1537;0.2353;0.2485;-0.0581;5;0.0370;1.8312;3;F-TIDAL CHANNEL
F-12;3200.75;31.8122;0.1886;2.2251;2.9911;83.3009;2.8447;0.1521;0.0504;302.6580;0.2311;0.2428;-0.0542;5;-0.0744;1.9624;3;F-TIDAL CHANNEL
F-12;3201.00;30.5847;0.1867;2.2351;3.1563;82.6495;2.8026;0.1402;0.0510;357.6985;0.2270;0.2371;-0.0504;5;-0.2183;1.8072;3;F-TIDAL CHANNEL
F-12;3201.25;29.5947;0.1847;2.2451;3.2914;83.8876;2.7049;0.1307;0.0518;403.2775;0.2227;0.2314;-0.0467;5;-0.2004;1.6170;3;F-TIDAL CHANNEL
F-12;3201.50;29.2529;0.1877;2.2373;3.1580;85.5110;2.7072;0.1274;0.0511;463.4664;0.2266;0.2358;-0.0481;5;0.0277;1.7853;3;F-TIDAL CHANNEL
F-12;3201.75;29.5329;0.1954;2.2122;3.0372;84.9121;2.8044;0.1301;0.0493;543.4425;0.2382;0.2502;-0.0548;5;0.2339;2.0517;3;F-TIDAL CHANNEL
F-12;3202.00;29.6241;0.2003;2.2000;2.9039;85.6743;2.8003;0.1310;0.0486;597.2808;0.2444;0.2571;-0.0568;5;0.4417;2.2088;3;F-TIDAL CHANNEL
F-12;3202.25;29.5341;0.2026;2.2000;2.9556;85.9074;2.6964;0.1301;0.0491;618.4539;0.2453;0.2571;-0.0545;5;0.4952;2.0717;3;F-TIDAL CHANNEL
F-12;3202.50;29.5564;0.2006;2.2051;2.9519;85.2139;2.5957;0.1303;0.0503;588.1950;0.2428;0.2542;-0.0536;5;0.3768;1.9520;3;F-TIDAL CHANNEL
F-12;3202.75;29.6864;0.1946;2.2151;3.0203;85.3847;2.5071;0.1316;0.0526;514.7215;0.2370;0.2485;-0.0539;5;0.2465;1.7472;3;F-TIDAL CHANNEL
F-12;3203.00;29.5876;0.1941;2.2122;3.0261;85.9504;2.4352;0.1307;0.0532;532.6802;0.2378;0.2502;-0.0561;5;0.3046;1.6823;3;F-TIDAL CHANNEL
F-12;3203.25;29.2742;0.1990;2.1973;2.9874;86.8966;2.3900;0.1276;0.0524;645.9857;0.2448;0.2587;-0.0597;5;0.5431;1.7535;3;F-TIDAL CHANNEL
F-12;3203.50;29.0281;0.2040;2.1824;3.1783;87.7562;2.3567;0.1253;0.0513;773.6182;0.2520;0.2672;-0.0632;5;0.7758;1.6354;3;F-TIDAL CHANNEL
F-12;3203.75;28.8482;0.2094;2.1673;3.1285;88.3107;2.3372;0.1235;0.0499;916.9707;0.2592;0.2758;-0.0664;5;0.9892;1.7643;3;F-TIDAL CHANNEL
F-12;3204.00;29.0713;0.2135;2.1574;3.0836;89.9340;2.3656;0.1257;0.0495;961.5585;0.2643;0.2815;-0.0680;5;1.2465;1.8661;3;F-TIDAL CHANNEL
F-12;3204.25;29.6816;0.2163;2.1526;3.1349;89.6074;2.4313;0.1316;0.0500;896.7306;0.2670;0.2842;-0.0679;5;1.2881;1.8387;3;F-TIDAL CHANNEL
F-12;3204.50;30.3117;0.2178;2.1551;3.2201;88.5777;2.4465;0.1376;0.0507;788.3047;0.2668;0.2828;-0.0650;5;1.2079;1.6979;3;F-TIDAL CHANNEL
F-12;3204.75;30.9618;0.2182;2.1651;3.1694;86.2431;2.4169;0.1438;0.0515;651.9961;0.2635;0.2771;-0.0589;5;0.9558;1.6172;3;F-TIDAL CHANNEL
F-12;3205.00;31.0912;0.1987;2.2031;3.0374;90.8791;2.3975;0.1452;0.0552;432.6084;0.2427;0.2554;-0.0567;5;0.8517;1.5623;3;F-TIDAL CHANNEL
F-12;3205.25;30.7212;0.1602;2.2682;3.7333;99.6212;2.3892;0.1415;0.0636;236.1116;0.2050;0.2182;-0.0580;5;0.6669;0.7724;3;F-TIDAL CHANNEL
F-12;3205.50;30.0832;0.1324;2.3434;3.8672;94.7843;2.3548;0.1354;0.0750;134.8089;0.1681;0.1752;-0.0428;5;-0.5911;0.5419;3;F-TIDAL CHANNEL
F-12;3205.75;29.1882;0.1149;2.4284;3.6169;87.0626;2.2884;0.1268;0.0916;82.2797;0.1320;0.1266;-0.0117;5;-2.0048;0.6679;3;F-TIDAL CHANNEL
F-12;3206.00;29.4620;0.1223;2.4062;3.6826;86.2723;2.2478;0.1295;0.0891;96.7295;0.1425;0.1393;-0.0170;5;-1.8362;0.5769;3;F-TIDAL CHANNEL
F-12;3206.25;30.8570;0.1537;2.2812;3.6666;83.8755;2.2399;0.1428;0.0711;202.2496;0.1979;0.2107;-0.0570;5;-0.8596;0.6591;3;F-TIDAL CHANNEL
F-12;3206.50;31.5600;0.1738;2.2177;3.0504;85.0231;2.2301;0.1496;0.0654;298.6739;0.2277;0.2470;-0.0732;5;-0.0992;1.2858;3;F-TIDAL CHANNEL
F-12;3206.75;31.6080;0.1831;2.2124;3.0353;84.2705;2.2182;0.1501;0.0656;327.8031;0.2333;0.2501;-0.0670;5;0.0021;1.3086;3;F-TIDAL CHANNEL
F-12;3207.00;32.0332;0.1895;2.2100;3.0135;84.7859;2.1942;0.1542;0.0677;320.6077;0.2366;0.2514;-0.0619;5;0.1544;1.2993;3;F-TIDAL CHANNEL
F-12;3207.25;32.8232;0.1930;2.2100;2.8752;85.1484;2.1566;0.1618;0.0723;281.2148;0.2381;0.2514;-0.0584;5;0.2381;1.3606;3;F-TIDAL CHANNEL
F-12;3207.50;36.4996;0.1993;2.2074;3.0312;89.4105;2.1336;0.1971;0.0749;152.7721;0.2415;0.2529;-0.0536;5;0.7189;1.1018;3;F-TIDAL CHANNEL
F-12;3207.75;42.9633;0.2083;2.2023;2.9319;92.4147;2.1269;0.2593;0.0751;44.3883;0.2468;0.2558;-0.0475;5;1.1501;1.1090;3;F-TIDAL CHANNEL
F-12;3208.00;51.2193;0.2209;2.1898;3.1587;93.1058;2.1156;0.3386;0.0778;11.4437;0.2562;0.2630;-0.0421;2;1.4806;0.8651;6;F-LOWER SHOREFACE
F-12;3208.25;61.2493;0.2372;2.1698;2.7882;91.3205;2.0992;0.4351;0.0851;1.9459;0.2695;0.2744;-0.0372;2;1.6982;1.1830;6;F-LOWER SHOREFACE
F-12;3208.50;66.6800;0.2411;2.1652;2.8442;91.9776;2.0837;0.4873;0.0926;0.6251;0.2726;0.2770;-0.0359;2;1.8481;1.1149;6;F-LOWER SHOREFACE
F-12;3208.75;67.7308;0.2331;2.1751;2.8477;90.3064;2.0691;0.4974;0.0983;0.4507;0.2661;0.2714;-0.0383;2;1.5322;1.0968;6;F-LOWER SHOREFACE
F-12;3209.00;68.8704;0.2337;2.1800;2.8950;91.7844;2.0559;0.5084;0.1021;0.3485;0.2646;0.2686;-0.0349;2;1.6421;1.0399;6;F-LOWER SHOREFACE
F-12;3209.25;70.1053;0.2425;2.1800;2.9177;88.8927;2.0440;0.5202;0.1036;0.2905;0.2681;0.2686;-0.0261;2;1.5233;1.0070;6;F-LOWER SHOREFACE
F-12;3209.50;71.8175;0.2430;2.1825;2.9351;87.1260;2.0344;0.5367;0.1060;0.2065;0.2675;0.2671;-0.0241;2;1.3670;0.9812;6;F-LOWER SHOREFACE
F-12;3209.75;73.9907;0.2356;2.1876;3.0235;90.2726;2.0271;0.5576;0.1091;0.1222;0.2628;0.2642;-0.0286;2;1.5048;0.8924;6;F-LOWER SHOREFACE
F-12;3210.00;77.8981;0.2311;2.1951;3.2384;91.3184;2.0096;0.5952;0.1129;0.0536;0.2584;0.2599;-0.0288;2;1.4931;0.6768;8;F-MARSH
F-12;3210.25;83.4780;0.2293;2.2051;3.3658;90.1692;1.9811;0.6489;0.1173;0.0167;0.2542;0.2542;-0.0249;2;1.3202;0.5307;8;F-MARSH
F-12;3210.50;86.9807;0.2275;2.2100;3.5515;90.6734;1.9537;0.6825;0.1201;0.0075;0.2518;0.2514;-0.0239;2;1.3155;0.3321;8;F-MARSH
F-12;3210.75;88.4907;0.2255;2.2100;3.5382;90.4098;1.9278;0.6970;0.1212;0.0055;0.2511;0.2514;-0.0259;2;1.2664;0.3182;8;F-MARSH
F-12;3211.00;85.5450;0.2251;2.2074;3.4395;90.0314;1.9082;0.6687;0.1199;0.0109;0.2518;0.2529;-0.0278;2;1.2376;0.3894;8;F-MARSH
F-12;3211.25;78.3241;0.2262;2.2024;3.2603;90.5580;1.8958;0.5993;0.1164;0.0441;0.2539;0.2558;-0.0296;2;1.3148;0.5420;8;F-MARSH
F-12;3211.50;70.9875;0.2246;2.2000;2.9992;90.4815;1.8825;0.5287;0.1138;0.2031;0.2541;0.2571;-0.0325;2;1.2854;0.7692;4;F-MOUTHBAR
F-12;3211.75;63.5375;0.2206;2.2000;2.8471;88.8394;1.8683;0.4571;0.1118;0.8834;0.2525;0.2571;-0.0365;2;1.0720;0.8954;4;F-MOUTHBAR
F-12;3212.00;60.3849;0.2169;2.2051;2.8140;87.2978;1.8539;0.4268;0.1115;1.4235;0.2493;0.2542;-0.0373;2;0.8500;0.9118;4;F-MOUTHBAR
